score_id,area_id,area_name,business_type_id,category,subcategory,competitor_count,nearest_competitor_m,population,demand_index,market_saturation,suitability_score,recommended
93,9,Camp Shezar,5,Food & Beverage,Restaurant,0,0,13500,13500,0,9.03,TRUE
94,9,Camp Shezar,6,Health & Fitness,Fitness Center,0,0,13500,13500,0,9.03,TRUE
95,9,Camp Shezar,7,Healthcare,Hospital & Clinic,0,0,13500,13500,0,9.03,TRUE
96,9,Camp Shezar,8,Healthcare,Pharmacy,0,0,13500,13500,0,9.03,TRUE
97,9,Camp Shezar,9,Retail,Clothing & Fashion,0,0,13500,13500,0,9.03,TRUE
98,9,Camp Shezar,10,Retail,Supermarket & Grocery,0,0,13500,13500,0,9.03,TRUE
99,9,Camp Shezar,11,Tourism & Hospitality,Hotel,0,0,13500,13500,0,9.03,TRUE
100,10,Chatby,1,Financial Services,Bank & Exchange,0,0,13000,13000,0,8.95,TRUE
101,10,Chatby,2,Food & Beverage,Bakery,0,0,13000,13000,0,8.95,TRUE
102,10,Chatby,3,Food & Beverage,Cafe,0,0,13000,13000,0,8.95,TRUE
103,10,Chatby,4,Food & Beverage,Ice Cream & Sweets,0,0,13000,13000,0,8.95,TRUE
104,10,Chatby,5,Food & Beverage,Restaurant,0,0,13000,13000,0,8.95,TRUE
105,10,Chatby,6,Health & Fitness,Fitness Center,0,0,13000,13000,0,8.95,TRUE
106,10,Chatby,7,Healthcare,Hospital & Clinic,0,0,13000,13000,0,8.95,TRUE
107,10,Chatby,8,Healthcare,Pharmacy,0,0,13000,13000,0,8.95,TRUE
108,10,Chatby,9,Retail,Clothing & Fashion,0,0,13000,13000,0,8.95,TRUE
109,10,Chatby,10,Retail,Supermarket & Grocery,0,0,13000,13000,0,8.95,TRUE
110,10,Chatby,11,Tourism & Hospitality,Hotel,0,0,13000,13000,0,8.95,TRUE
111,11,Cleopatra,1,Financial Services,Bank & Exchange,0,0,14000,14000,0,9.1,TRUE
112,11,Cleopatra,2,Food & Beverage,Bakery,0,0,14000,14000,0,9.1,TRUE
113,11,Cleopatra,3,Food & Beverage,Cafe,0,0,14000,14000,0,9.1,TRUE
114,11,Cleopatra,4,Food & Beverage,Ice Cream & Sweets,0,0,14000,14000,0,9.1,TRUE
115,11,Cleopatra,5,Food & Beverage,Restaurant,0,0,14000,14000,0,9.1,TRUE
116,11,Cleopatra,6,Health & Fitness,Fitness Center,0,0,14000,14000,0,9.1,TRUE
117,11,Cleopatra,7,Healthcare,Hospital & Clinic,0,0,14000,14000,0,9.1,TRUE
118,11,Cleopatra,8,Healthcare,Pharmacy,0,0,14000,14000,0,9.1,TRUE
119,11,Cleopatra,9,Retail,Clothing & Fashion,0,0,14000,14000,0,9.1,TRUE
120,11,Cleopatra,10,Retail,Supermarket & Grocery,0,0,14000,14000,0,9.1,TRUE
121,11,Cleopatra,11,Tourism & Hospitality,Hotel,0,0,14000,14000,0,9.1,TRUE
122,12,Cleopatra Hamamat,1,Financial Services,Bank & Exchange,0,0,9000,9000,0,8.35,TRUE
123,12,Cleopatra Hamamat,2,Food & Beverage,Bakery,0,0,9000,9000,0,8.35,TRUE
124,12,Cleopatra Hamamat,3,Food & Beverage,Cafe,0,0,9000,9000,0,8.35,TRUE
125,12,Cleopatra Hamamat,4,Food & Beverage,Ice Cream & Sweets,0,0,9000,9000,0,8.35,TRUE
126,12,Cleopatra Hamamat,5,Food & Beverage,Restaurant,0,0,9000,9000,0,8.35,TRUE
127,12,Cleopatra Hamamat,6,Health & Fitness,Fitness Center,0,0,9000,9000,0,8.35,TRUE
128,12,Cleopatra Hamamat,7,Healthcare,Hospital & Clinic,0,0,9000,9000,0,8.35,TRUE
129,12,Cleopatra Hamamat,8,Healthcare,Pharmacy,0,0,9000,9000,0,8.35,TRUE
130,12,Cleopatra Hamamat,9,Retail,Clothing & Fashion,0,0,9000,9000,0,8.35,TRUE
131,12,Cleopatra Hamamat,10,Retail,Supermarket & Grocery,0,0,9000,9000,0,8.35,TRUE
132,12,Cleopatra Hamamat,11,Tourism & Hospitality,Hotel,0,0,9000,9000,0,8.35,TRUE
133,13,El Agamy,1,Financial Services,Bank & Exchange,0,0,6000,6000,0,7.9,TRUE
134,13,El Agamy,2,Food & Beverage,Bakery,0,0,6000,6000,0,7.9,TRUE
135,13,El Agamy,3,Food & Beverage,Cafe,0,0,6000,6000,0,7.9,TRUE
136,13,El Agamy,4,Food & Beverage,Ice Cream & Sweets,0,0,6000,6000,0,7.9,TRUE
137,13,El Agamy,5,Food & Beverage,Restaurant,0,0,6000,6000,0,7.9,TRUE
138,13,El Agamy,6,Health & Fitness,Fitness Center,0,0,6000,6000,0,7.9,TRUE
139,13,El Agamy,7,Healthcare,Hospital & Clinic,0,0,6000,6000,0,7.9,TRUE
140,13,El Agamy,8,Healthcare,Pharmacy,0,0,6000,6000,0,7.9,TRUE
141,13,El Agamy,9,Retail,Clothing & Fashion,0,0,6000,6000,0,7.9,TRUE
142,13,El Agamy,10,Retail,Supermarket & Grocery,0,0,6000,6000,0,7.9,TRUE
143,13,El Agamy,11,Tourism & Hospitality,Hotel,0,0,6000,6000,0,7.9,TRUE
144,14,El Anfushi,1,Financial Services,Bank & Exchange,0,0,16000,16000,0,9.4,TRUE
145,14,El Anfushi,2,Food & Beverage,Bakery,0,0,16000,16000,0,9.4,TRUE
146,14,El Anfushi,3,Food & Beverage,Cafe,0,0,16000,16000,0,9.4,TRUE
147,14,El Anfushi,4,Food & Beverage,Ice Cream & Sweets,0,0,16000,16000,0,9.4,TRUE
148,14,El Anfushi,5,Food & Beverage,Restaurant,0,0,16000,16000,0,9.4,TRUE
149,14,El Anfushi,6,Health & Fitness,Fitness Center,0,0,16000,16000,0,9.4,TRUE
150,14,El Anfushi,7,Healthcare,Hospital & Clinic,0,0,16000,16000,0,9.4,TRUE
151,14,El Anfushi,8,Healthcare,Pharmacy,0,0,16000,16000,0,9.4,TRUE
152,14,El Anfushi,9,Retail,Clothing & Fashion,0,0,16000,16000,0,9.4,TRUE
153,14,El Anfushi,10,Retail,Supermarket & Grocery,0,0,16000,16000,0,9.4,TRUE
154,14,El Anfushi,11,Tourism & Hospitality,Hotel,0,0,16000,16000,0,9.4,TRUE
155,15,El Asafra,1,Financial Services,Bank & Exchange,0,0,10500,10500,0,8.58,TRUE
156,15,El Asafra,2,Food & Beverage,Bakery,0,0,10500,10500,0,8.58,TRUE
157,15,El Asafra,3,Food & Beverage,Cafe,0,0,10500,10500,0,8.58,TRUE
158,15,El Asafra,4,Food & Beverage,Ice Cream & Sweets,0,0,10500,10500,0,8.58,TRUE
159,15,El Asafra,5,Food & Beverage,Restaurant,0,0,10500,10500,0,8.58,TRUE
160,15,El Asafra,6,Health & Fitness,Fitness Center,0,0,10500,10500,0,8.58,TRUE
161,15,El Asafra,7,Healthcare,Hospital & Clinic,0,0,10500,10500,0,8.58,TRUE
162,15,El Asafra,8,Healthcare,Pharmacy,0,0,10500,10500,0,8.58,TRUE
163,15,El Asafra,9,Retail,Clothing & Fashion,0,0,10500,10500,0,8.58,TRUE
164,15,El Asafra,10,Retail,Supermarket & Grocery,0,0,10500,10500,0,8.58,TRUE
165,15,El Asafra,11,Tourism & Hospitality,Hotel,0,0,10500,10500,0,8.58,TRUE
166,16,El Azarita,1,Financial Services,Bank & Exchange,0,0,20000,20000,0,10,TRUE
167,16,El Azarita,2,Food & Beverage,Bakery,0,0,20000,20000,0,10,TRUE
168,16,El Azarita,3,Food & Beverage,Cafe,0,0,20000,20000,0,10,TRUE
169,16,El Azarita,4,Food & Beverage,Ice Cream & Sweets,0,0,20000,20000,0,10,TRUE
170,16,El Azarita,5,Food & Beverage,Restaurant,0,0,20000,20000,0,10,TRUE
171,16,El Azarita,6,Health & Fitness,Fitness Center,0,0,20000,20000,0,10,TRUE
172,16,El Azarita,7,Healthcare,Hospital & Clinic,0,0,20000,20000,0,10,TRUE
173,16,El Azarita,8,Healthcare,Pharmacy,0,0,20000,20000,0,10,TRUE
174,16,El Azarita,9,Retail,Clothing & Fashion,0,0,20000,20000,0,10,TRUE
175,16,El Azarita,10,Retail,Supermarket & Grocery,0,0,20000,20000,0,10,TRUE
176,16,El Azarita,11,Tourism & Hospitality,Hotel,0,0,20000,20000,0,10,TRUE
177,17,El Dekhela,1,Financial Services,Bank & Exchange,0,0,7000,7000,0,8.05,TRUE
178,17,El Dekhela,2,Food & Beverage,Bakery,0,0,7000,7000,0,8.05,TRUE
179,17,El Dekhela,3,Food & Beverage,Cafe,0,0,7000,7000,0,8.05,TRUE
180,17,El Dekhela,4,Food & Beverage,Ice Cream & Sweets,0,0,7000,7000,0,8.05,TRUE
181,17,El Dekhela,5,Food & Beverage,Restaurant,0,0,7000,7000,0,8.05,TRUE
182,17,El Dekhela,6,Health & Fitness,Fitness Center,0,0,7000,7000,0,8.05,TRUE
183,17,El Dekhela,7,Healthcare,Hospital & Clinic,0,0,7000,7000,0,8.05,TRUE
184,17,El Dekhela,8,Healthcare,Pharmacy,0,0,7000,7000,0,8.05,TRUE
185,17,El Dekhela,9,Retail,Clothing & Fashion,0,0,7000,7000,0,8.05,TRUE
186,17,El Dekhela,10,Retail,Supermarket & Grocery,0,0,7000,7000,0,8.05,TRUE
187,17,El Dekhela,11,Tourism & Hospitality,Hotel,0,0,7000,7000,0,8.05,TRUE
188,18,El Ekbal,1,Financial Services,Bank & Exchange,0,0,11000,11000,0,8.65,TRUE
189,18,El Ekbal,2,Food & Beverage,Bakery,0,0,11000,11000,0,8.65,TRUE
190,18,El Ekbal,3,Food & Beverage,Cafe,0,0,11000,11000,0,8.65,TRUE
191,18,El Ekbal,4,Food & Beverage,Ice Cream & Sweets,0,0,11000,11000,0,8.65,TRUE
192,18,El Ekbal,5,Food & Beverage,Restaurant,0,0,11000,11000,0,8.65,TRUE
193,18,El Ekbal,6,Health & Fitness,Fitness Center,0,0,11000,11000,0,8.65,TRUE
194,18,El Ekbal,7,Healthcare,Hospital & Clinic,0,0,11000,11000,0,8.65,TRUE
195,18,El Ekbal,8,Healthcare,Pharmacy,0,0,11000,11000,0,8.65,TRUE
196,18,El Ekbal,9,Retail,Clothing & Fashion,0,0,11000,11000,0,8.65,TRUE
197,18,El Ekbal,10,Retail,Supermarket & Grocery,0,0,11000,11000,0,8.65,TRUE
198,18,El Ekbal,11,Tourism & Hospitality,Hotel,0,0,11000,11000,0,8.65,TRUE
199,19,El Gomrok (Bahary),1,Financial Services,Bank & Exchange,0,0,22000,22000,0,10,TRUE
200,19,El Gomrok (Bahary),2,Food & Beverage,Bakery,0,0,22000,22000,0,10,TRUE
201,19,El Gomrok (Bahary),3,Food & Beverage,Cafe,0,0,22000,22000,0,10,TRUE
202,19,El Gomrok (Bahary),4,Food & Beverage,Ice Cream & Sweets,0,0,22000,22000,0,10,TRUE
203,19,El Gomrok (Bahary),5,Food & Beverage,Restaurant,0,0,22000,22000,0,10,TRUE
204,19,El Gomrok (Bahary),6,Health & Fitness,Fitness Center,0,0,22000,22000,0,10,TRUE
205,19,El Gomrok (Bahary),7,Healthcare,Hospital & Clinic,0,0,22000,22000,0,10,TRUE
206,19,El Gomrok (Bahary),8,Healthcare,Pharmacy,0,0,22000,22000,0,10,TRUE
207,19,El Gomrok (Bahary),9,Retail,Clothing & Fashion,0,0,22000,22000,0,10,TRUE
208,19,El Gomrok (Bahary),10,Retail,Supermarket & Grocery,0,0,22000,22000,0,10,TRUE
209,19,El Gomrok (Bahary),11,Tourism & Hospitality,Hotel,0,0,22000,22000,0,10,TRUE
210,20,El Hadra,1,Financial Services,Bank & Exchange,0,0,22000,22000,0,10,TRUE
211,20,El Hadra,2,Food & Beverage,Bakery,0,0,22000,22000,0,10,TRUE
212,20,El Hadra,3,Food & Beverage,Cafe,0,0,22000,22000,0,10,TRUE
213,20,El Hadra,4,Food & Beverage,Ice Cream & Sweets,0,0,22000,22000,0,10,TRUE
214,20,El Hadra,5,Food & Beverage,Restaurant,0,0,22000,22000,0,10,TRUE
215,20,El Hadra,6,Health & Fitness,Fitness Center,0,0,22000,22000,0,10,TRUE
216,20,El Hadra,7,Healthcare,Hospital & Clinic,0,0,22000,22000,0,10,TRUE
217,20,El Hadra,8,Healthcare,Pharmacy,0,0,22000,22000,0,10,TRUE
218,20,El Hadra,9,Retail,Clothing & Fashion,0,0,22000,22000,0,10,TRUE
219,20,El Hadra,10,Retail,Supermarket & Grocery,0,0,22000,22000,0,10,TRUE
220,20,El Hadra,11,Tourism & Hospitality,Hotel,0,0,22000,22000,0,10,TRUE
221,21,El Ibrahimiya,1,Financial Services,Bank & Exchange,0,0,15000,15000,0,9.25,TRUE
222,21,El Ibrahimiya,2,Food & Beverage,Bakery,0,0,15000,15000,0,9.25,TRUE
223,21,El Ibrahimiya,3,Food & Beverage,Cafe,0,0,15000,15000,0,9.25,TRUE
224,21,El Ibrahimiya,4,Food & Beverage,Ice Cream & Sweets,0,0,15000,15000,0,9.25,TRUE
225,21,El Ibrahimiya,5,Food & Beverage,Restaurant,0,0,15000,15000,0,9.25,TRUE
226,21,El Ibrahimiya,6,Health & Fitness,Fitness Center,0,0,15000,15000,0,9.25,TRUE
227,21,El Ibrahimiya,7,Healthcare,Hospital & Clinic,0,0,15000,15000,0,9.25,TRUE
228,21,El Ibrahimiya,8,Healthcare,Pharmacy,0,0,15000,15000,0,9.25,TRUE
229,21,El Ibrahimiya,9,Retail,Clothing & Fashion,0,0,15000,15000,0,9.25,TRUE
230,21,El Ibrahimiya,10,Retail,Supermarket & Grocery,0,0,15000,15000,0,9.25,TRUE
231,21,El Ibrahimiya,11,Tourism & Hospitality,Hotel,0,0,15000,15000,0,9.25,TRUE
232,22,El Maamoura,1,Financial Services,Bank & Exchange,0,0,7500,7500,0,8.13,TRUE
233,22,El Maamoura,2,Food & Beverage,Bakery,0,0,7500,7500,0,8.13,TRUE
234,22,El Maamoura,3,Food & Beverage,Cafe,0,0,7500,7500,0,8.13,TRUE
235,22,El Maamoura,4,Food & Beverage,Ice Cream & Sweets,0,0,7500,7500,0,8.13,TRUE
236,22,El Maamoura,5,Food & Beverage,Restaurant,0,0,7500,7500,0,8.13,TRUE
237,22,El Maamoura,6,Health & Fitness,Fitness Center,0,0,7500,7500,0,8.13,TRUE
238,22,El Maamoura,7,Healthcare,Hospital & Clinic,0,0,7500,7500,0,8.13,TRUE
239,22,El Maamoura,8,Healthcare,Pharmacy,0,0,7500,7500,0,8.13,TRUE
240,22,El Maamoura,9,Retail,Clothing & Fashion,0,0,7500,7500,0,8.13,TRUE
241,22,El Maamoura,10,Retail,Supermarket & Grocery,0,0,7500,7500,0,8.13,TRUE
242,22,El Maamoura,11,Tourism & Hospitality,Hotel,0,0,7500,7500,0,8.13,TRUE
243,23,El Mandara,1,Financial Services,Bank & Exchange,0,0,9000,9000,0,8.35,TRUE
244,23,El Mandara,2,Food & Beverage,Bakery,0,0,9000,9000,0,8.35,TRUE
245,23,El Mandara,3,Food & Beverage,Cafe,0,0,9000,9000,0,8.35,TRUE
246,23,El Mandara,4,Food & Beverage,Ice Cream & Sweets,0,0,9000,9000,0,8.35,TRUE
247,23,El Mandara,5,Food & Beverage,Restaurant,0,0,9000,9000,0,8.35,TRUE
248,23,El Mandara,6,Health & Fitness,Fitness Center,0,0,9000,9000,0,8.35,TRUE
249,23,El Mandara,7,Healthcare,Hospital & Clinic,0,0,9000,9000,0,8.35,TRUE
250,23,El Mandara,8,Healthcare,Pharmacy,0,0,9000,9000,0,8.35,TRUE
251,23,El Mandara,9,Retail,Clothing & Fashion,0,0,9000,9000,0,8.35,TRUE
252,23,El Mandara,10,Retail,Supermarket & Grocery,0,0,9000,9000,0,8.35,TRUE
253,23,El Mandara,11,Tourism & Hospitality,Hotel,0,0,9000,9000,0,8.35,TRUE
254,24,El Montazah,1,Financial Services,Bank & Exchange,0,0,8000,8000,0,8.2,TRUE
255,24,El Montazah,2,Food & Beverage,Bakery,0,0,8000,8000,0,8.2,TRUE
256,24,El Montazah,3,Food & Beverage,Cafe,0,0,8000,8000,0,8.2,TRUE
257,24,El Montazah,4,Food & Beverage,Ice Cream & Sweets,0,0,8000,8000,0,8.2,TRUE
258,24,El Montazah,5,Food & Beverage,Restaurant,0,0,8000,8000,0,8.2,TRUE
259,24,El Montazah,6,Health & Fitness,Fitness Center,0,0,8000,8000,0,8.2,TRUE
260,24,El Montazah,7,Healthcare,Hospital & Clinic,0,0,8000,8000,0,8.2,TRUE
261,24,El Montazah,8,Healthcare,Pharmacy,0,0,8000,8000,0,8.2,TRUE
262,24,El Montazah,9,Retail,Clothing & Fashion,0,0,8000,8000,0,8.2,TRUE
263,24,El Montazah,10,Retail,Supermarket & Grocery,0,0,8000,8000,0,8.2,TRUE
264,24,El Montazah,11,Tourism & Hospitality,Hotel,0,0,8000,8000,0,8.2,TRUE
265,25,El Nozha,1,Financial Services,Bank & Exchange,0,0,8500,8500,0,8.28,TRUE
266,25,El Nozha,2,Food & Beverage,Bakery,0,0,8500,8500,0,8.28,TRUE
267,25,El Nozha,3,Food & Beverage,Cafe,0,0,8500,8500,0,8.28,TRUE
268,25,El Nozha,4,Food & Beverage,Ice Cream & Sweets,0,0,8500,8500,0,8.28,TRUE
269,25,El Nozha,5,Food & Beverage,Restaurant,0,0,8500,8500,0,8.28,TRUE
270,25,El Nozha,6,Health & Fitness,Fitness Center,0,0,8500,8500,0,8.28,TRUE
271,25,El Nozha,7,Healthcare,Hospital & Clinic,0,0,8500,8500,0,8.28,TRUE
272,25,El Nozha,8,Healthcare,Pharmacy,0,0,8500,8500,0,8.28,TRUE
273,25,El Nozha,9,Retail,Clothing & Fashion,0,0,8500,8500,0,8.28,TRUE
274,25,El Nozha,10,Retail,Supermarket & Grocery,0,0,8500,8500,0,8.28,TRUE
275,25,El Nozha,11,Tourism & Hospitality,Hotel,0,0,8500,8500,0,8.28,TRUE
276,26,El Shatby,1,Financial Services,Bank & Exchange,0,0,14000,14000,0,9.1,TRUE
277,26,El Shatby,2,Food & Beverage,Bakery,0,0,14000,14000,0,9.1,TRUE
278,26,El Shatby,3,Food & Beverage,Cafe,0,0,14000,14000,0,9.1,TRUE
279,26,El Shatby,4,Food & Beverage,Ice Cream & Sweets,0,0,14000,14000,0,9.1,TRUE
280,26,El Shatby,5,Food & Beverage,Restaurant,0,0,14000,14000,0,9.1,TRUE
281,26,El Shatby,6,Health & Fitness,Fitness Center,0,0,14000,14000,0,9.1,TRUE
282,26,El Shatby,7,Healthcare,Hospital & Clinic,0,0,14000,14000,0,9.1,TRUE
283,26,El Shatby,8,Healthcare,Pharmacy,0,0,14000,14000,0,9.1,TRUE
284,26,El Shatby,9,Retail,Clothing & Fashion,0,0,14000,14000,0,9.1,TRUE
