Intersection_ID,Latitude,Longitude,Connecting_Streets_Count
4170032299,30.5724782,29.9329858,3
4174995606,30.7485412,29.6381953,3
4174995608,30.6793437,29.675652,1
4174995610,30.7501549,29.6319428,4
4174995611,30.6808337,29.6833128,3
4174995613,30.7453595,29.6366426,3
4174995622,30.7464879,29.6338256,3
4174995624,30.6966445,29.7006989,1
4174995625,30.7443117,29.6361322,3
4174995636,30.748439,29.6365606,3
4174995638,30.7473972,29.6372708,4
4174995640,30.7511488,29.6334026,3
4174995641,30.6784731,29.6779722,1
4174995647,30.7479455,29.6304548,3
4174995648,30.7485642,29.6336442,3
4174995662,30.7625466,29.6613908,4
4174995669,30.7471017,29.633971,3
4174995673,30.7511927,29.6339179,3
4174995675,30.7480287,29.6389536,3
4174995681,30.7477074,29.640622,3
4174995685,30.7487743,29.6319311,3
4174995687,30.7487578,29.6368318,3
4174997690,30.7520223,29.633822,3
4174997692,30.6788321,29.6762399,1
4174997693,30.749153,29.6318644,3
4174997696,30.7469275,29.6391136,3
4174997697,30.7472677,29.6363971,3
4174997704,30.7468467,29.6360272,4
4174997707,30.7491017,29.6314468,3
4174997711,30.7457031,29.6339288,3
4174997720,30.7472351,29.6412378,3
4174997723,30.746679,29.6362693,3
4174997727,30.7454371,29.6379202,3
4174997729,30.6963932,29.7009906,3
4174997732,30.7482389,29.6343498,3
4174997734,30.7479367,29.6369741,3
4174997736,30.6784865,29.6792513,1
4174997740,30.7482925,29.6326228,3
4174997745,30.6797117,29.6767246,3
4174997748,30.7484527,29.6388946,3
4174997753,30.7509523,29.6336993,4
4174997759,30.7466521,29.6335769,3
4174997763,30.747469,29.638078,3
4174997764,30.6820275,29.6825095,3
4174997774,30.7478567,29.6391906,3
4174997775,30.6916989,29.7061023,4
4174997777,30.7455479,29.6353034,3
4174997778,30.7468585,29.6349361,3
4174997781,30.7463228,29.6394617,3
4174997782,30.7472323,29.6386684,3
4174997786,30.7507582,29.6340066,3
4174997893,30.7509872,29.632648,3
4174997894,30.6773735,29.6792333,1
4174997896,30.7485735,29.6322296,3
4174997897,30.7468252,29.6322011,3
4174997898,30.6963214,29.7004071,1
4174997910,30.7486958,29.6342405,3
4174997911,30.7489792,29.637022,3
4174997912,30.7476041,29.6347867,3
4174997915,30.7467391,29.6382708,4
4174997922,30.6796534,29.6755891,1
4174997924,30.7478061,29.6383562,3
4174997926,30.7464917,29.6327162,3
4174997935,30.7431664,29.6377606,4
4174997940,30.7483922,29.6373708,3
4174997946,30.7476347,29.6320518,3
4174997947,30.7464289,29.6371411,3
4174997948,30.7473857,29.6335129,3
4174997955,30.7473906,29.6356543,3
4174997956,30.7455904,29.6357512,3
4174997957,30.7447415,29.63812,4
4174997958,30.7499077,29.6317407,3
4174997962,30.7436287,29.6371466,3
4174997969,30.7458915,29.6382878,3
4174997980,30.7510267,29.6342513,3
4174997981,30.7485775,29.6332743,3
4174997982,30.6969497,29.700259,1
4174997986,30.7485357,29.6328382,3
4174997991,30.7462923,29.6378779,3
4174997994,30.7487501,29.6330283,4
4174997995,30.6804702,29.6828057,3
4174997997,30.7449315,29.6378403,4
4174998000,30.7475567,29.6332403,3
4174998002,30.7468559,29.633772,3
4174998004,30.7496647,29.637572,3
4174998007,30.7471767,29.6354808,3
4174998010,30.7479944,29.6385089,3
4174998011,30.6957649,29.7024805,1
4174998014,30.7474979,29.6327901,3
4174998015,30.7513988,29.6329917,4
4174998020,30.7465152,29.6380695,3
4174998022,30.7634778,29.6380341,3
4174998023,30.7457648,29.6344085,3
4174998026,30.7455639,29.6387949,3
4174998028,30.7480149,29.6308926,3
4174998037,30.7461148,29.6338824,3
4174998041,30.7493731,29.6320393,3
4174998044,30.7438235,29.6368673,3
4174998053,30.7449723,29.6367289,3
4174998055,30.690918,29.6821325,1
4174998056,30.7469614,29.6384503,3
4174998057,30.6788905,29.6430251,1
4174998058,30.7470867,29.637764,3
4174998063,30.7467259,29.6329212,3
4174998064,30.7432514,29.6376377,4
4174998077,30.7466468,29.6373524,3
4174998079,30.7496758,29.6315512,4
4174998080,30.7491698,29.6371892,3
4174998086,30.7475563,29.6396543,3
4174998289,30.7489353,29.6316987,4
4174998293,30.7469556,29.6368822,3
4174998294,30.7447533,29.6365419,4
4174998297,30.6889792,29.6814234,1
4174998302,30.7469395,29.633114,3
4174998306,30.7499826,29.6333708,3
4174998309,30.7477901,29.6306973,3
4174998311,30.7475432,29.6370428,3
4174998314,30.6769786,29.6652581,1
4174998315,30.7480042,29.6341163,3
4174998323,30.7466986,29.6351789,3
4174998327,30.7476377,29.6358514,3
4174998328,30.7482936,29.6364334,3
4174998330,30.7484257,29.6335243,3
4174998335,30.6736676,29.6798484,1
4174998342,30.7472199,29.6348766,3
4174998343,30.7518907,29.6340485,3
4174998346,30.6805016,29.6784479,3
4174998348,30.7460078,29.6346011,3
4174998350,30.6907564,29.6822582,3
4174998351,30.7464955,29.6391969,3
4174998356,30.7489762,29.6332141,3
4174998359,30.7457282,29.6385404,3
4174998364,30.7453843,29.6355493,4
4174998372,30.7457178,29.635041,3
4174998376,30.7465399,29.639652,4
4174998377,30.7470214,29.634697,3
4174998379,30.7474354,29.635065,3
4174998380,30.748112,29.636712,3
4174998381,30.7480781,29.6370936,4
4174998384,30.7470045,29.6357706,3
4174998385,30.7451942,29.6369135,3
4174998387,30.6802189,29.6829628,1
4174998589,30.7484698,29.6345686,3
4174998590,30.7455278,29.6342021,3
4174998605,30.7462616,29.6389959,4
4174998608,30.6795367,29.6761008,3
4174998610,30.7463232,29.634067,3
4174998616,30.6916091,29.7057343,3
4174998618,30.7462115,29.6401677,3
4174998621,30.7482552,29.6311054,4
4174998626,30.7466118,29.6358252,3
4174998632,30.748418,29.6308613,3
4174998648,30.6915283,29.7067216,1
4174998649,30.7493901,29.6373603,3
4174998652,30.6914251,29.7062189,3
4174998660,30.7195781,29.6591058,1
4174998665,30.7469302,29.6380115,3
4174998674,30.6922825,29.707289,1
4174998684,30.7481953,29.638689,3
4174998789,30.7477973,29.6398683,3
4174998790,30.7477764,29.6376005,3
4174998793,30.7477538,29.6345405,3
4174998803,30.7474682,29.6323197,3
4174998813,30.6800304,29.6803014,1
4174998815,30.6909449,29.706385,3
4174998816,30.7495065,29.6329884,3
4174998819,30.7439953,29.6366101,3
4174998830,30.746475,29.637614,3
4174998831,30.6964246,29.7039615,1
4174998833,30.7478712,29.6403598,3
4174998840,30.7464047,29.6356238,3
4174998841,30.7467286,29.6393962,3
4174998842,30.7513869,29.6336141,3
4174998844,30.7477199,29.6329729,3
4174998845,30.7445305,29.6363334,3
4174998846,30.7480896,29.6313464,3
4174998847,30.6765164,29.6825768,1
4174998848,30.7506181,29.6323337,3
4174998857,30.7489061,29.6339218,3
4174998859,30.6784865,29.6802162,3
4174998860,30.7451592,29.6353653,4
4174998863,30.747049,29.6323905,3
4174998869,30.7505439,29.6333178,3
4174998875,30.692197,29.6851124,1
4174998878,30.7470362,29.6361931,3
4174998880,30.6772614,29.6829628,3
4174998882,30.7464783,29.6365604,3
4174998885,30.746082,29.6392651,4
4174998892,30.7458639,29.6336858,3
4174998894,30.7477093,29.6367859,3
4174998895,30.7449089,29.6351646,3
4174998901,30.7471042,29.636651,3
4174998904,30.7492173,29.6334417,3
4174998905,30.7472781,29.6325876,4
4174998908,30.7444116,29.6386316,3
4174998909,30.7503187,29.6336417,3
4174998921,30.6960434,29.7029444,4
4174998926,30.7450833,29.6376235,4
4174998927,30.7471616,29.6370695,3
4174998930,30.6965862,29.7037371,3
4174998946,30.6815383,29.6411986,3
4174998947,30.7211365,29.6602562,3
4174998952,30.6808247,29.6844348,3
4174998956,30.6962316,29.7027453,3
4174998958,30.7292664,29.6430982,3
4174998969,30.7566205,29.6646028,3
4174998980,30.6813812,29.6842014,3
4174998983,30.7494061,29.6309665,3
4174998985,30.7598103,29.7042879,3
4174998986,30.6893382,29.6819171,3
4174998992,30.7502873,29.6317375,3
4174998995,30.6762875,29.6654107,3
4174999004,30.7600545,29.6719903,3
4174999008,30.7583447,29.6682961,3
4174999022,30.7482539,29.6299735,3
4174999026,30.7514288,29.6535185,3
4174999030,30.6974882,29.7013945,3
4174999035,30.7498832,29.6502838,3
4174999036,30.7348374,29.65014,3
4174999040,30.7522315,29.6334022,3
4174999041,30.690339,29.6814818,3
4175017887,30.7497713,29.7188526,3
4175019289,30.7120861,29.7757508,3
4175019290,30.7462786,29.722346,3
4175019292,30.7455758,29.7205802,3
4175019321,30.7463051,29.7198638,3
4175019322,30.743287,29.7237351,3
4175019333,30.7453643,29.7191282,3
4175019340,30.7474364,29.7194154,3
4175019342,30.7492065,29.7181205,3
4175019349,30.7466541,29.7205253,4
4175019354,30.7476564,29.7223788,3
4175019370,30.7453019,29.7375194,3
4175019373,30.7446175,29.7178615,3
4175019377,30.7479161,29.7240061,4
4175019496,30.7484153,29.7229523,3
4175019501,30.6844464,29.7330744,1
4175019503,30.7458112,29.7172744,3
4175019505,30.7471524,29.7181853,3
4175019510,30.7553502,29.7659104,3
4175019511,30.7472455,29.7176611,3
4175019515,30.744605,29.7203543,3
4175019518,30.7450676,29.7180112,3
4175019519,30.7457547,29.7174838,3
4175019533,30.7456078,29.7181628,3
4175019563,30.7490199,29.7189963,3
4175019566,30.7459612,29.7254673,3
4175019577,30.7470292,29.7188,3
4175019585,30.7441211,29.7202168,4
4175019588,30.7462119,29.720414,3
4175019790,30.7456279,29.7699706,3
4175019799,30.7461025,29.7228425,3
4175019809,30.752761,29.7564993,3
4175019813,30.7430921,29.7565797,3
4175019817,30.7467382,29.7180625,3
4175019824,30.7449326,29.7215396,3
4175019834,30.7496094,29.7195773,3
4175019840,30.746451,29.7229183,3
4175019844,30.7482922,29.7234505,4
4175019845,30.7451376,29.7252278,3
4175019849,30.7465706,29.7224398,4
4175019853,30.7466321,29.7220679,3
4175019856,30.7475299,29.7189622,3
4175019869,30.7458001,29.719687,3
4175019875,30.7445378,29.7230502,3
4175019881,30.7463388,29.7220208,3
4175019884,30.7491603,29.7194213,3
4175020194,30.7471689,29.7206515,3
4175020200,30.7485628,29.7199595,3
4175020202,30.7455158,29.7211024,3
4175020205,30.7470959,29.7242632,3
4175020209,30.7439049,29.7211725,4
4175020214,30.7460195,29.7233778,3
4175020220,30.7453858,29.7217673,4
4175020221,30.7472991,29.7255204,3
4175020227,30.7410013,29.7469562,3
4175020233,30.746928,29.7192896,3
4175020241,30.7489068,29.7227861,3
4175020245,30.7469222,29.7254136,3
4175020257,30.7473908,29.7196502,3
4175020258,30.7469096,29.7205845,3
4175020265,30.743583,29.72279,3
4175020270,30.7528371,29.7469828,3
4175020275,30.7446907,29.7224359,3
4175020279,30.7448854,29.7190031,3
4175020284,30.7434789,29.7232812,3
4175020288,30.7458646,29.7218992,4
4175020493,30.7464047,29.7256123,3
4175020494,30.7490864,29.718675,3
4175020504,30.7480288,29.7245723,3
4175020511,30.7468134,29.7234146,3
4175020521,30.7539239,29.7753377,3
4175020525,30.7478108,29.7245046,4
4175020526,30.7444765,29.768026,1
4175020529,30.7456472,29.7250706,3
4175020536,30.7480452,29.7233743,3
4175020542,30.7481539,29.7240766,4
4175020547,30.7471663,29.7238695,3
4175020551,30.747007,29.7225553,3
4175020553,30.7467554,29.7237319,4
4175020557,30.7446983,29.7247726,4
4175020559,30.7491448,29.7184153,3
4175020561,30.744503,29.7183711,3
4175020568,30.7446381,29.7250737,3
4175020570,30.7464654,29.7253,4
4175020574,30.7487307,29.7193005,3
4175020583,30.7452123,29.7200677,3
4175020584,30.7474366,29.7243908,4
4175020588,30.7458071,29.7222115,4
4175020789,30.7459979,29.7234878,3
4175020792,30.7443625,29.7213027,3
4175020793,30.7455862,29.7232518,3
4175020794,30.7456985,29.7227308,4
4175020810,30.7459786,29.7187858,3
4175020815,30.7492887,29.7190631,3
4175020816,30.7614324,29.7375943,3
4175020834,30.7440142,29.7206833,3
4175020835,30.745129,29.7204789,3
4175020837,30.7479772,29.7237198,3
4175020839,30.745059,29.723181,3
4175020840,30.74561,29.7202203,3
4175020843,30.747793,29.7256679,3
4175020846,30.7440326,29.7229213,3
4175020847,30.7460242,29.7251878,4
4175020850,30.7475502,29.7255979,3
4175020854,30.7452262,29.737591,3
4175020862,30.7449485,29.723687,3
4175020867,30.7493497,29.7187499,3
4175020873,30.7444045,29.7188658,3
4175020875,30.7475619,29.7238958,3
4175020878,30.745206,29.7249347,4
4175021001,30.7468878,29.7230565,3
4175021013,30.7463102,29.7235915,4
4175021015,30.7431569,29.724332,3
4175021020,30.7467787,29.7199962,3
4175021028,30.7452088,29.7226033,3
4175021030,30.7459479,29.7167699,3
4175021031,30.7179291,29.7698392,3
4175021039,30.7486402,29.7241912,3
4175021045,30.6978921,29.7358659,3
4175021047,30.7479053,29.7251173,4
4175021053,30.742735,29.7242109,3
4175021056,30.7458092,29.7167296,3
4175021058,30.7492753,29.717768,3
4175021063,30.7457733,29.7244622,4
4175021067,30.7497038,29.719185,3
4175021070,30.7487568,29.7235851,3
4175021077,30.7435858,29.7200753,3
4175021078,30.7476677,29.7250437,4
4175021083,30.7494624,29.7201852,3
4175021086,30.7498801,29.7183454,3
4175021088,30.7473037,29.7249302,3
4175021189,30.7488507,29.7230806,3
4175021203,30.6210073,29.7957932,3
4175021204,30.7465774,29.7247112,4
4175021209,30.7449272,29.7164971,3
4175021212,30.7461466,29.7245709,4
4175021213,30.7473395,29.7171984,3
4175021216,30.7498252,29.7186147,3
4175021218,30.745374,29.7166174,3
4175021219,30.7448309,29.7241839,4
4175021224,30.7433952,29.7210495,3
4175021225,30.7453335,29.7243365,4
4175021243,30.7409862,29.7471866,3
4175021247,30.7408991,29.7481109,3
4175021249,30.74066,29.7481106,3
4175077399,30.7673247,29.6955217,3
4175077407,30.7689803,29.6978574,4
4175077414,30.7671005,29.6539077,3
4175077431,30.7686088,29.6946443,3
4175077446,30.7704028,29.6549584,4
4175077447,30.7671789,29.6952861,3
4175077454,30.7736535,29.6938466,3
4175077468,30.7704956,29.6748327,3
4175077477,30.7689038,29.6538185,3
4175077790,30.7656313,29.6669471,3
4175077792,30.7703813,29.6937696,3
4175077802,30.7643882,29.6650641,4
4175077804,30.7703893,29.6945729,3
4175077836,30.7692585,29.6997277,3
4175077843,30.7700422,29.6940712,3
4175077844,30.7672772,29.6958537,3
4175077850,30.7693164,29.6940443,4
4175077858,30.7711681,29.6564228,3
4175077859,30.7730239,29.6928996,3
4175077883,30.7664619,29.6979262,3
4175077884,30.7665197,29.6681818,3
4175077904,30.7695457,29.7002256,3
4175077905,30.77264,29.657751,3
4175077909,30.7703577,29.6553722,3
4175077912,30.7678173,29.6974379,3
4175077915,30.7689639,29.6999577,3
4175077921,30.7701245,29.7007718,3
4175077927,30.763476,29.6983664,1
4175077928,30.7694302,29.6985301,4
4175077931,30.7698393,29.6562688,3
4175077940,30.7704119,29.6672591,1
4175077958,30.7690268,29.6689848,3
4175077962,30.7667051,29.6964263,3
4175077968,30.7706672,29.6563237,3
4175077997,30.7702051,29.6682642,3
4175078005,30.7691501,29.6962949,3
4175078019,30.7680752,29.6957863,3
4175078022,30.7684004,29.6984692,3
4175078029,30.7706533,29.6670989,4
4175078034,30.7531333,29.6571663,3
4175078084,30.7683221,29.6989247,4
4175078101,30.7701829,29.6591725,4
4175078103,30.7672074,29.6972333,4
4175078113,30.7675142,29.6956483,4
4175078117,30.7691829,29.6551194,3
4175078124,30.7668116,29.6966046,4
4175078137,30.7690946,29.6984921,3
4175078141,30.7714813,29.6665891,3
4175078163,30.7691547,29.6981048,3
4175078176,30.7671581,29.6535761,3
4175078197,30.7685339,29.6549885,3
4175078209,30.7673668,29.697492,3
4175078220,30.7680422,29.6554745,3
4175078260,30.767535,29.6969815,4
4175078269,30.7677953,29.6980855,3
4175078271,30.7692198,29.6947919,3
4175078276,30.7692622,29.6987451,4
4175078282,30.7708202,29.655488,3
4175078290,30.7669382,29.6548821,3
4175078298,30.769516,29.6959775,3
4175078301,30.7655578,29.6967168,3
4175078331,30.7683889,29.6969541,4
4175078340,30.7664181,29.6959631,3
4175078342,30.7711743,29.6631181,4
4175078350,30.7668798,29.6552232,3
4175078354,30.7724244,29.6919969,3
4175078368,30.7686648,29.6994292,3
4175078379,30.7673754,29.6967056,3
4175078385,30.7691115,29.7002095,3
4175078391,30.7648684,29.6647944,3
4175078402,30.764841,29.673977,3
4175078403,30.7682758,29.6541646,3
4175078408,30.7695482,29.6595909,4
4175078409,30.7698007,29.6964303,3
4175078427,30.7665696,29.6958236,3
4175078443,30.7699989,29.655295,4
4175078456,30.7676257,29.6553753,3
4175078459,30.7676338,29.695475,3
4175078469,30.7700449,29.6606654,4
4175078476,30.770874,29.6740453,1
4175078489,30.7693927,29.6999541,4
4175078491,30.7703291,29.6995788,3
4175078496,30.7682854,29.6536758,3
4175078507,30.7706075,29.6993295,3
4175078509,30.7671325,29.6963006,4
4175078512,30.7684966,29.6532256,3
4175078514,30.7697054,29.6685841,3
4175078526,30.7657503,29.6965398,3
4175078528,30.7671207,29.6559399,1
4175078537,30.7656692,29.697665,3
4175078544,30.7671036,29.6966402,3
4175078560,30.7670075,29.6954294,3
4175078561,30.7710125,29.6573736,3
4175078570,30.76788,29.6975384,3
4175078572,30.7675958,29.697805,3
4175078587,30.7674184,29.6539666,4
4175078605,30.7679708,29.6558295,3
4175078612,30.7683429,29.6531947,3
4175078646,30.7685755,29.6982363,3
4175078647,30.7687901,29.698059,3
4175078650,30.7685116,29.6986598,3
4175078655,30.7704701,29.65455,3
4175078678,30.7672299,29.6549359,3
4175078795,30.7633896,29.6702231,3
4175078802,30.7671547,29.6956711,4
4175078811,30.7677919,29.6953582,3
4175078824,30.7688638,29.698698,4
4175078828,30.7674587,29.65363,3
4175078840,30.7674662,29.695047,3
4175078844,30.7683884,29.6559287,3
4175078847,30.7689577,29.6982889,4
4175078849,30.7694531,29.6556742,3
4175078850,30.7686288,29.6576411,4
4175078863,30.7688861,29.6686871,3
4175078874,30.7684236,29.6537017,3
4175078886,30.7670567,29.6969962,4
4175078992,30.7681593,29.6986522,3
4175079009,30.7680702,29.6978671,4
4175079017,30.7702247,29.6926631,3
4175079020,30.7700642,29.6548913,3
4175079022,30.7698239,29.6564349,3
4175079034,30.7710939,29.6586115,3
4175079040,30.7692315,29.6955539,3
4175079045,30.7706068,29.6736674,1
4175079063,30.7690137,29.6550908,3
4175079073,30.7690841,29.6936579,3
4175079076,30.775716,29.662757,3
4175079078,30.7684812,29.6991506,3
4175079081,30.7675591,29.6557181,3
4175079290,30.7721471,29.6915727,3
4175079317,30.7667355,29.6956721,3
4175079322,30.7672602,29.6965084,4
4175079341,30.7689577,29.6555553,3
4175079350,30.7679224,29.6536094,3
4175079377,30.768108,29.6965304,4
4175079379,30.7668834,29.6959134,4
4175079382,30.771076,29.6744896,1
4175079393,30.7670061,29.6960987,4
4175079396,30.769402,29.6561526,3
4175079404,30.7707035,29.6560355,3
4175079425,30.7671598,29.6556276,4
4175079440,30.7694127,29.6679373,3
4175079457,30.7671887,29.6552757,3
4175079475,30.7697224,29.657063,4
4175079478,30.7694388,29.696732,3
4175079596,30.7701372,29.6544626,3
4175079604,30.7683793,29.6963019,3
4175079607,30.7664174,29.6684826,4
4175079615,30.7686468,29.6973701,4
4175079626,30.7733392,29.6638871,3
4175079634,30.772292,29.6601395,4
4175079662,30.7680727,29.6552986,3
4175079678,30.7689147,29.6950621,3
4175079797,30.769902,29.655864,3
4175079805,30.7696051,29.6944682,3
4175079816,30.7679973,29.6531587,3
4175079824,30.7715225,29.6556171,3
4175079829,30.7743981,29.6959214,3
4175079837,30.7702859,29.6743901,3
4175079839,30.7706092,29.6566189,4
4175079846,30.7693958,29.6539028,3
4175079849,30.7739218,29.6942421,3
4175079856,30.7661228,29.6982603,4
4175079857,30.7699263,29.6688733,1
4175079861,30.7699005,29.6535308,3
4175079862,30.7688874,29.6958757,3
4175079864,30.7668459,29.6962441,4
4175079868,30.767553,29.6530914,3
4175079882,30.769264,29.7004608,4
4175079909,30.7695854,29.6551905,3
4175079913,30.7711074,29.6567401,4
4175079918,30.7685908,29.6575646,4
4175079920,30.7675126,29.6533113,3
4175079921,30.7719339,29.6912037,3
4175079945,30.7677565,29.6710762,4
4175079958,30.7644805,29.6998765,3
4175079979,30.7717124,29.6771742,3
4175079984,30.7683555,29.6942706,3
4175079985,30.7705025,29.6572432,3
4175080092,30.7658504,29.6971615,3
4175080096,30.7698063,29.6981462,3
4175080109,30.7674911,29.6960074,3
4175080128,30.7715707,29.6984569,3
4175080130,30.7685712,29.65597,3
4175080166,30.7667255,29.6960587,4
4175080167,30.7712979,29.6574417,3
4175080168,30.7687288,29.6683592,3
4175080177,30.7669707,29.696445,4
4175080216,30.7686534,29.6559897,3
4175080228,30.7694873,29.6534505,3
4175080235,30.7709977,29.667792,3
4175080241,30.766057,29.6969887,3
4175080268,30.7685518,29.6953772,3
4175080272,30.7695621,29.6682524,3
4175080392,30.7697315,29.7000603,3
4175080399,30.7687188,29.6984723,4
4175080417,30.7707371,29.655033,1
4175080442,30.7689427,29.6943687,4
4175080447,30.7709348,29.692052,3
4175080451,30.7695563,29.6952833,3
4175080452,30.7682501,29.7014502,3
4175080454,30.7716549,29.6548327,3
4175080461,30.7699183,29.6557859,3
4175080470,30.770456,29.6930447,4
4175080472,30.7672048,29.6551033,3
4175080477,30.7691103,29.6970098,3
4175080479,30.7705628,29.6923684,3
4175080484,30.7684703,29.655457,3
4175080485,30.7676562,29.6552142,4
4175080501,30.7722448,29.6723986,1
4175080516,30.7678223,29.6540698,4
4175080560,30.7701738,29.6660206,3
4175080562,30.7669324,29.6967966,4
4175080564,30.7658672,29.6667908,4
4175080573,30.7690601,29.6989953,3
4175080580,30.7686975,29.6939889,3
4175080592,30.7701084,29.6740334,3
4175080597,30.7682116,29.667238,4
4175080604,30.7689365,29.6667851,3
4175080606,30.7714895,29.665186,3
4175080607,30.7712058,29.6653878,3
4175080636,30.7651948,29.6970253,3
4175080642,30.7639353,29.6379456,3
4175080650,30.7655152,29.6974625,3
4175080676,30.769901,29.6736552,3
4175080692,30.7826148,29.6997544,3
4175080698,30.769277,29.7030707,3
4175080699,30.78167,29.6260875,3
4179381935,30.7562242,29.6048888,4
4179381955,30.7552418,29.6036833,3
4179381959,30.7535513,29.6056241,3
4179381981,30.7543322,29.6034642,3
4179381982,30.7532079,29.6059783,3
4179381985,30.7564055,29.6042257,3
4179412091,30.7558766,29.6059925,3
4179412102,30.7539737,29.6038188,3
4179412103,30.7540915,29.6039767,3
4179412109,30.7555627,29.6055751,1
4179412124,30.7564797,29.6059393,3
4179412144,30.756109,29.6063021,4
4179412149,30.7549149,29.6074705,3
4179412156,30.7527058,29.6058825,3
4179412159,30.7543781,29.6060498,3
4179412188,30.7560146,29.6046017,3
4179412397,30.7550161,29.6033584,3
4179412407,30.7562391,29.6053533,3
4179412450,30.7545764,29.6037899,3
4179412460,30.7557588,29.6037472,3
4179412484,30.7560301,29.6050847,3
4179412486,30.7557139,29.604357,3
4179412488,30.7533212,29.6041502,3
4179412604,30.7540743,29.6056791,3
4179412643,30.7529615,29.6050778,4
4179412644,30.7544501,29.6044573,3
4179412656,30.7552044,29.6079171,3
4179412663,30.7562013,29.6044165,4
4179412666,30.7549898,29.6044872,3
4179412680,30.753926,29.6065005,3
4179412993,30.7553837,29.607747,3
4179412999,30.755565,29.6050496,3
4179413026,30.7542163,29.6041439,3
4179413031,30.7548814,29.6050109,3
4179413068,30.7536038,29.6050155,3
4179413192,30.7565174,29.6041126,3
4179413197,30.7566084,29.6045034,3
4179413264,30.7569726,29.605457,3
4179413280,30.7567238,29.6043936,3
4179413397,30.757526,29.6049155,4
4179413399,30.7547489,29.6041647,3
4179413400,30.7545315,29.6078456,3
4179413418,30.7564148,29.6047044,4
4179413421,30.7537034,29.6066733,3
4179413436,30.7543493,29.6043222,3
4179413453,30.7554794,29.604017,3
4179413480,30.756331,29.6060849,3
4179413488,30.7538487,29.6036513,3
4179414003,30.7557962,29.6066081,3
4179414014,30.7546896,29.6047781,3
4179414023,30.7564396,29.6067454,4
4179414033,30.7544864,29.6052619,3
4179414034,30.7562707,29.6037845,3
4179414292,30.7559835,29.6056152,3
4179414330,30.7571868,29.6052474,3
4179414335,30.7555763,29.6062925,3
4179414355,30.7555206,29.6034111,3
4179414361,30.7566172,29.6049773,4
4179414701,30.7559672,29.6041007,3
4179414705,30.7539969,29.603231,3
4179414716,30.7554754,29.6061615,3
4179414727,30.7524853,29.60495,3
4179414731,30.7532847,29.6061009,3
4179414746,30.754571,29.6046192,3
4179414747,30.7537867,29.6059677,3
4179414764,30.7550825,29.6073065,3
4179414772,30.7537313,29.603494,3
4179414782,30.7549729,29.6054742,3
4179414787,30.7553328,29.6047358,3
4179414999,30.7542571,29.6049356,3
4179415057,30.7568261,29.6064032,4
4179415065,30.7531972,29.6054023,3
4179415071,30.754837,29.6082656,3
4179415081,30.752715,29.6047387,3
4179415088,30.7564281,29.6051681,3
4179415390,30.7571339,29.6068339,1
4179415393,30.7529824,29.6036924,3
4179415425,30.7557794,29.6053394,3
4179415430,30.752717,29.6052947,4
4179415442,30.7538329,29.6053421,3
4179415452,30.7560333,29.6034695,3
