name,address,phone,source_file,web_scraper_start_url
Balbaa Pharmacies Miami Branch,"alexandria, miamiAll Branches189 khaled ibn el walid st. - near to el montazah cinema",3.5576737012838246e+18,egyfinder page 2,https://egyfinder.net/categories/en/pharmacies/alexandria?p=2
Khalil Pharmacy Agami Branch,"alexandria, agamiAll Brancheskm 16 alex matrouh desert rd. - inside agamy star mall, ground floor",3.4318701034318704e+16,egyfinder page 2,https://egyfinder.net/categories/en/pharmacies/alexandria?p=2
El Beisy Pharmacies Semouha Branch,"alexandria, semouhaAll Branches7 bahaa el din el ghatwary st., off fawzy moaz st. - near to national bank of egypt",3.404023501127898e+18,egyfinder page 2,https://egyfinder.net/categories/en/pharmacies/alexandria?p=2
Dr. Osama El Tayeby Pharmacies Agami Branch,"alexandria, agamiAll Branchesalex matrouh desert rd. - gate 8, beside agamy star mall",3.4365444010054554e+18,egyfinder page 2,https://egyfinder.net/categories/en/pharmacies/alexandria?p=2
Dr. Osama El Tayeby Pharmacies El Asafra Branch,"alexandria, el asafraAll Branches404 gamal abdel nasser st. -",16840.0,egyfinder page 2,https://egyfinder.net/categories/en/pharmacies/alexandria?p=2
Dr. Osama El Tayeby Pharmacies Cleopatra Branch,"alexandria, cleopatraAll Branches141 el guish rd. - in front of wave cafe",3.5443372035447988e+16,egyfinder page 2,https://egyfinder.net/categories/en/pharmacies/alexandria?p=2
Mahfouz Pharmacies Glim Branch,"alexandria, glimAll Branches560 el horreya rd. - inside misr petroleum gas station",3.5833711035840776e+16,egyfinder page 2,https://egyfinder.net/categories/en/pharmacies/alexandria?p=2
Ibrahim Wasef Pharmacy,"alexandria, glim107 abdel salam aref st. - beside faculty of fine arts - alexandria university",3.5831830035834336e+16,egyfinder page 2,https://egyfinder.net/categories/en/pharmacies/alexandria?p=2
Balbaa Pharmacies Victoria Branch,"alexandria, victoriaAll Branches735 el horreya rd. -",15967.0,egyfinder page 2,https://egyfinder.net/categories/en/pharmacies/alexandria?p=2
Dr. Noha Fawzy Pharmacy,"alexandria, semouha30 rd. 314 off mostafa kamel st. -",3.404029901022329e+18,egyfinder page 2,https://egyfinder.net/categories/en/pharmacies/alexandria?p=2
El Kady Pharmacy Sidi Beshr Kebly Branch,"alexandria, sidi beshr keblyAll Branches209 malak hefny st. intersection of el qahera st. -",35353424.0,egyfinder page 2,https://egyfinder.net/categories/en/pharmacies/alexandria?p=2
Khalil Pharmacy Hannoville Branch,"alexandria, hannovilleAll Branchesalex matrouh desert rd. - in front of agami modern school",3.30175480120466e+18,egyfinder page 2,https://egyfinder.net/categories/en/pharmacies/alexandria?p=2
Dr. Sameh Dorry Pharmacy,"alexandria, el asafra kebly29 madraset el shaimaa st. -",33240784.0,egyfinder page 2,https://egyfinder.net/categories/en/pharmacies/alexandria?p=2
Dr. Ashraf Mohamed Khedr Pharmacy,"alexandria, el asafra kebly6 rd. 11 off rd. 45 - near to abou khaled restaurant",35330436.0,egyfinder page 2,https://egyfinder.net/categories/en/pharmacies/alexandria?p=2
El Zohour Pharmacies Miami Branch,"alexandria, miamiAll Branches8 mostafa el nahhas st. - in front of vodafone egypt",3.55632320354812e+16,egyfinder page 2,https://egyfinder.net/categories/en/pharmacies/alexandria?p=2
Dr. Mostafa Mahmoud Pharmacy,"alexandria, el hadara bahary187 abou qir st. off el horreya rd. - near to gamal abdel nasser hospital",34201244.0,egyfinder page 2,https://egyfinder.net/categories/en/pharmacies/alexandria?p=2
El Beisy Pharmacies Moharram Bey Branch,"alexandria, moharram beyAll Branches30 el rassafa st. - beside el modhesh restaurant",3.392956601284349e+18,egyfinder page 2,https://egyfinder.net/categories/en/pharmacies/alexandria?p=2
Dr. Osama El Tayeby Pharmacies Agami Branch,"alexandria, agamiAll Branchesrd. 12, intersection of rd. 14, el nakhil beach, 6th of october city - beside fathalla market",3.3180360010666747e+18,egyfinder page 2,https://egyfinder.net/categories/en/pharmacies/alexandria?p=2
Dr. Amr Said El Messiry Pharmacies Sidi Beshr Branch,"alexandria, sidi beshrAll Branches135 khaled ibn el walid st. - in front of hilton alexandria corniche",3.571627501281401e+18,egyfinder page 3,https://egyfinder.net/categories/en/pharmacies/alexandria?p=3
Khalil Pharmacy El Montazah Branch,"alexandria, el montazahAll Branches6 sheraton el montazah towers, el montaza - inside fathalla gomla market, ground floor, shop 49",3.580000803580001e+16,egyfinder page 3,https://egyfinder.net/categories/en/pharmacies/alexandria?p=3
Abou Aouf Pharmacy,"alexandria, bolkeley480 el horreya rd. -",1066999470.0,egyfinder page 3,https://egyfinder.net/categories/en/pharmacies/alexandria?p=3
Khalil Pharmacy Sidi Beshr Branch,"alexandria, sidi beshrAll Branches109 gamal abdel nasser st., intersection of mohamed naguib st. -",3.5521505035521504e+16,egyfinder page 3,https://egyfinder.net/categories/en/pharmacies/alexandria?p=3
El Ezaby Pharmacies Sidi Gaber Branch,"alexandria, sidi gaberAll Branches, mahattet sidi gaber sq. - inside sidi gaber railway station",3.4296742011100795e+18,egyfinder page 3,https://egyfinder.net/categories/en/pharmacies/alexandria?p=3
Dr. Osama El Tayeby Pharmacies Hannoville Branch,"alexandria, hannovilleAll Brancheskm 17.5 alex matrouh rd. -",3.4391606034390444e+16,egyfinder page 3,https://egyfinder.net/categories/en/pharmacies/alexandria?p=3
Ashour Pharmacy,"alexandria, el seyoufabou soliman st. -",35040303.0,egyfinder page 3,https://egyfinder.net/categories/en/pharmacies/alexandria?p=3
El Beisy Pharmacies Karmouz Branch,"alexandria, karmouzAll Branches32 karmouz st. -",3.3612740012001695e+18,egyfinder page 3,https://egyfinder.net/categories/en/pharmacies/alexandria?p=3
El Agzakhana Pharmacies Mostafa Kamel Branch,"alexandria, mostafa kamelAll Branches368 el horreya rd. - beside al ahly store egypt - asc",3.521749801015398e+18,egyfinder page 3,https://egyfinder.net/categories/en/pharmacies/alexandria?p=3
Khalil Pharmacy El Asafra Bahary Branch,"alexandria, el asafra baharyAll Branches390 malak hefni st. - beside mabaret al asafra hospital",3.553535101060501e+18,egyfinder page 3,https://egyfinder.net/categories/en/pharmacies/alexandria?p=3
El Beisy Pharmacies Bahary Branch,"alexandria, baharyAll Branches3 ibn el sabbagh st. - in front of palace of culture",3.480722601280667e+18,egyfinder page 3,https://egyfinder.net/categories/en/pharmacies/alexandria?p=3
El Maram Pharmacies Victoria Branch,"alexandria, victoriaAll Branches76 momtaz pasha st., intersection of malak hefny st. - beside el nouras coffee shop",3.528323201281994e+18,egyfinder page 3,https://egyfinder.net/categories/en/pharmacies/alexandria?p=3
Dr. Osama El Tayeby Pharmacies Miami Branch,"alexandria, miamiAll Branches286 gamal abdel nasser st. - in front of mcdonalds",3556553216840.0,egyfinder page 3,https://egyfinder.net/categories/en/pharmacies/alexandria?p=3
Aly El Attar Pharmacy,"alexandria, camp shizar45 omar lotfy st. - near to odeon cinema",35929540.0,egyfinder page 3,https://egyfinder.net/categories/en/pharmacies/alexandria?p=3
Khalil Pharmacy El Mandara Branch,"alexandria, el mandaraAll Branches386 gamal abdel nasser st. - beside abdel halim mahmoud mosque",3.557326001061118e+18,egyfinder page 3,https://egyfinder.net/categories/en/pharmacies/alexandria?p=3
Khalil Pharmacy El Seyouf Branch,"alexandria, el seyoufAll Branches452 mostafa kamel st., magic tower - in front of city light mall",3.5294214035294212e+16,egyfinder page 3,https://egyfinder.net/categories/en/pharmacies/alexandria?p=3
Dr. Yousra Yousry Zakareya Pharmacy,"alexandria, victoria346 abdel salam aref st. - beside taha sons stationery",3.358960701000601e+18,egyfinder page 3,https://egyfinder.net/categories/en/pharmacies/alexandria?p=3
Khalil Pharmacy Wingatt Branch,"alexandria, wingattAll Branches48 mohamed farid st. -",3.5244523012126e+18,egyfinder page 3,https://egyfinder.net/categories/en/pharmacies/alexandria?p=3
Khalil Pharmacy Sidi Beshr Branch,"alexandria, sidi beshrAll Branches166 khaled ibn el walid st. - in front of rayan market",3.549195803552428e+16,egyfinder page 3,https://egyfinder.net/categories/en/pharmacies/alexandria?p=3
Dr. Ahmed Yousry Pharmacy,"alexandria, el hadara el gadida1 el shaimaa st. off el zohour st. -",33801929.0,egyfinder page 4,https://egyfinder.net/categories/en/pharmacies/alexandria?p=4
Khalil Pharmacy Semouha Branch,"alexandria, semouhaAll Branches74 a albert el awal st., intersection of fawzy moaz st. - in front of aly ibn abi taleb mosque",3.4251646034251684e+16,egyfinder page 4,https://egyfinder.net/categories/en/pharmacies/alexandria?p=4
Dr. Ahmed Mohamed Qandil Pharmacy,"alexandria, el hadara kebly11 raas el esh st. off el gawaher st. - behind el prince ibrahim mosque",34246525.0,egyfinder page 4,https://egyfinder.net/categories/en/pharmacies/alexandria?p=4
Helal Pharmacies El Awayed Branch,"alexandria, el awayedAll Branchesrd. 500 -",1.1213131330111147e+20,egyfinder page 4,https://egyfinder.net/categories/en/pharmacies/alexandria?p=4
Andrew Morrice Pharmacy,"alexandria, miami2 el mahdy st. - behind we - telecom egypt",1273801367.0,egyfinder page 4,https://egyfinder.net/categories/en/pharmacies/alexandria?p=4
Dr. Osama El Tayeby Pharmacies Moharram Bey Branch,"alexandria, moharram beyAll Branches22 zein el abedeen st. - beside el emam ali school",3.393930403393744e+16,egyfinder page 4,https://egyfinder.net/categories/en/pharmacies/alexandria?p=4
Dr. Mostafa Nasef Pharmacy,"alexandria, moharram bey3 othman galal st. off bawaleno st. -",34968580.0,egyfinder page 4,https://egyfinder.net/categories/en/pharmacies/alexandria?p=4
Mahfouz Pharmacies Raml Station Branch,"alexandria, raml stationAll Branches. - inside raml station club & hotel for armed forces",3.4859308010944425e+18,egyfinder page 4,https://egyfinder.net/categories/en/pharmacies/alexandria?p=4
Dr. Othman Abdel Maged Pharmacy,"alexandria, el hadara el gadidael omda st. -",33823663.0,egyfinder page 4,https://egyfinder.net/categories/en/pharmacies/alexandria?p=4
Dr. Hossam Metwally Pharmacy,"alexandria, el asafra kebly33 el obour st. off rd. 17 -",3.5330434010087286e+18,egyfinder page 4,https://egyfinder.net/categories/en/pharmacies/alexandria?p=4
Dr. Eman El Helbaway Pharmacy,"alexandria, mansheyet el nozha23 heteen st. - in front of farrag supermarket",34299710.0,egyfinder page 4,https://egyfinder.net/categories/en/pharmacies/alexandria?p=4
El Haqaneya Pharmacy,"alexandria, el mansheya108 el gazaer st. - near to el gomhoureya restaurant",34840150.0,egyfinder page 4,https://egyfinder.net/categories/en/pharmacies/alexandria?p=4
Balbaa Pharmacies Sidi Beshr Branch,"alexandria, sidi beshrAll Branches5 masged sidi beshr st. -",3.5576672012838236e+18,egyfinder page 4,https://egyfinder.net/categories/en/pharmacies/alexandria?p=4
El Beisy Pharmacies Bahary Branch,"alexandria, baharyAll Branches134 ras el teen st. - beside gad specialized hospital",3.480014401284336e+18,egyfinder page 4,https://egyfinder.net/categories/en/pharmacies/alexandria?p=4
Dr. Osama El Tayeby Pharmacies Sidi Beshr Bahary Branch,"alexandria, sidi beshr baharyAll Branches23 el bekbashy el essawy st. -",3.550107003550106e+16,egyfinder page 4,https://egyfinder.net/categories/en/pharmacies/alexandria?p=4
Dr. Osama El Tayeby Pharmacies Agami Branch,"alexandria, agamiAll Branchesrd. 27, el nakhil village - in front of kfc",3.319434303318535e+16,egyfinder page 4,https://egyfinder.net/categories/en/pharmacies/alexandria?p=4
Dr. Amira El Rashedy Pharmacy,"alexandria, el seyouf shamaa1 abdel fattah el sheashaay st. off rd. 16 - behind post office - taftish el seyouf",35019821.0,egyfinder page 4,https://egyfinder.net/categories/en/pharmacies/alexandria?p=4
El Ezaby Pharmacies Misr Station Branch,"alexandria, misr stationAll Branches, mahattet misr sq. - inside misr railway station",3.4954898011100795e+18,egyfinder page 4,https://egyfinder.net/categories/en/pharmacies/alexandria?p=4
El Beisy Pharmacies Sidi Beshr Branch,"alexandria, sidi beshrAll Branches157 gamal abdel nasser st. - near to mobil gas station",3.5555828012716687e+18,egyfinder page 4,https://egyfinder.net/categories/en/pharmacies/alexandria?p=4
Dr. Amin Soliman Pharmacy,"alexandria, el bitash65 el bitash st. - beside automated bakery",3.308342301211804e+18,egyfinder page 5,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
El Hawdag Pharmacy Agami Branch,"alexandria, agamiAll Brancheskm 17.5, , abou youssef - beside saad eid mosque",34342934.0,egyfinder page 5,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Dr. Ahmed Ghallab Pharmacy,"alexandria, raml station9 yehia ibrahim st. off saad zaghloul st. - behind city plaza",3.4835265012213437e+18,egyfinder page 5,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Misr Pharmacies Saba Pasha Branch,"alexandria, saba pashaAll Branches315 el guish rd. - in front of alex engineering club",100481911019110.0,egyfinder page 5,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Dr. Osama El Tayeby Pharmacies Roushdy Branch,"alexandria, roushdyAll Branchesel moaskar el roumany st. - near to tolip hotel alexandria",3546654916840.0,egyfinder page 5,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Khalil Pharmacy Mostafa Kamel Branch,"alexandria, mostafa kamelAll Branches397 el horreya rd. - beside el raml preparatory school",3.54110660354111e+16,egyfinder page 5,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
El Kady Pharmacy El Seyouf Branch,"alexandria, el seyoufAll Branchesgamila bouhraid st. - in front of daddy pastry",35007573.0,egyfinder page 5,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Seif Pharmacies Alex. Cairo Desert Rd. Branch,"alexandria, alex. cairo desert rd.All Brancheskm 8,  - inside downtown mall, ground floor, shop 7",3.960988103960989e+16,egyfinder page 5,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Azzam Pharmacy,"alexandria, el asafra kebly1 el shaimaa st. -",33261120.0,egyfinder page 5,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Balbaa Pharmacies El Ibrahimeya Branch,"alexandria, el ibrahimeyaAll Branches1 gawad hosny st., off abou qir st. - in front of mabaret al asafra hospital",3.4278527034278936e+16,egyfinder page 5,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Bahary Pharmacy,"alexandria, bahary96 el sayed mohamed korayem st. - near to kadoura fish restaurant",3.4801500010011505e+18,egyfinder page 5,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
El Zohour Pharmacies Glim Branch,"alexandria, glimAll Branchesel barbar st. off abou qir st. - beside we - telecom egypt",3.5823312010005325e+18,egyfinder page 5,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Khalil Pharmacy Cleopatra Branch,"alexandria, cleopatraAll Branches24 alam el din st., off abou qir st. -",3.5461266012126e+18,egyfinder page 5,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
El Rassafa Pharmacy,"alexandria, moharram bey115 moharram bey st. - beside el modhesh restaurant",33919534.0,egyfinder page 5,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Dr. Mohamed Qassem Pharmacy,"alexandria, sidi beshr91 khaled ibn el walid st. intersection of mohamed naguib st. - beside mouslem restaurant",3.5714411012886605e+18,egyfinder page 5,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Dr. Fadda Pharmacy,"alexandria, hannovillealex matrouh desert rd., gate 8 -",3.4374027034395108e+16,egyfinder page 5,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Abou El Nasr Pharmacy,"alexandria, moharram bey21 monir abadir st. -",34944255.0,egyfinder page 5,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Dr. Howaida Kamel Gerges Pharmacy,"alexandria, agamikm 21, , 6th of october city - beside arafa sons b.b.q",3.3191540033181344e+16,egyfinder page 5,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Abou Zeyada Pharmacies Raml Station Branch,"alexandria, raml stationAll Branches8 koleyet el teb st., el atebaa tower -",3486740316027.0,egyfinder page 5,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Balbaa Pharmacies El Asafra Bahary Branch,"alexandria, el asafra baharyAll Branches43 rd. 45 -",3.5485016015516995e+18,egyfinder page 5,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Dr. Osama El Tayeby Pharmacies Moharram Bey Branch,"alexandria, moharram beyAll Branches36 el rassafa st. -",3.391928403497367e+16,egyfinder page 6,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Dr. Osama El Tayeby Pharmacies Mostafa Kamel Branch,"alexandria, mostafa kamelAll Branchesel forat bldgs. abdel qader ragab st. - beside royal hospital",3.54104970352297e+16,egyfinder page 6,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Dr. Osama El Tayeby Pharmacies Bolkeley Branch,"alexandria, bolkeleyAll Branches186 ahmed shawky st. - beside abou rabie restaurants",3.542987503542984e+16,egyfinder page 6,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Seif Pharmacies Raml Station Branch,"alexandria, raml stationAll Branches22 mahmoud azmy st., intersection of el nabi daniel st. - near to papillon kids store",3.4858099012277427e+18,egyfinder page 6,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Seif Pharmacies Semouha Branch,"alexandria, semouhaAll Branchesel shaheed mahmoud shokry abdel moneim st. - inside el moltaqa commercial center, ground floor",3.4260183034260184e+16,egyfinder page 6,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Khalil Pharmacy Abou Youssef Branch,"alexandria, abou youssefAll Brancheskm 18 alex matrouh rd. - beside b.tech",3.30196910330148e+16,egyfinder page 6,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Dr. Ghada Salama Pharmacy,"alexandria, el hadara kebly72 el hamd tower, galal el desouqy st. - in front of el baladeya garage",34207929.0,egyfinder page 6,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Dr. Doaa Mousa Pharmacy,"alexandria, semouha63 taawoneyat semouha bldgs., - beside aya phone central",34207940.0,egyfinder page 6,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Dr. Mohamed El Bassat Pharmacy,"alexandria, semouha2 el saraya towers, 14th of may rd. - in front of hilton alexandria green plaza hotel",3.4282280011140977e+18,egyfinder page 6,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
El Khalily Pharmacies Bakoos Branch,"alexandria, bakoosAll Branches4 el thaqifa st., off mostafa kamel st. - beside el abyad for glass",3.574346101212127e+18,egyfinder page 6,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Dr. Walaa Ahmed Pharmacy,"alexandria, el mandara5 warda el yazgy st. off gamal abdel nasser st. - in front of taawon ghazl el mahla co.",3.556809001008491e+18,egyfinder page 6,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Harvard Pharmacy,"alexandria, sidi beshr bahary5 el bekbashy el essawy st. -",35577191.0,egyfinder page 6,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Khalil Pharmacy El Seyouf Shamaa Branch,"alexandria, el seyouf shamaaAll Branches13 othman bldgs. mostafa kamel st. -",3.527311203527311e+16,egyfinder page 6,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Maher Pharmacy Saba Pasha Branch,"alexandria, saba pashaAll Branchesabdel salam aref st. - in front of german hospital",35830090.0,egyfinder page 6,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Dr. Osama El Tayeby Pharmacies El Seyouf Shamaa Branch,"alexandria, el seyouf shamaaAll Branches47 gamila bouhraid st. -",3.5010668035010676e+16,egyfinder page 6,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
El Ezaby Pharmacies San Stefano Branch,"alexandria, san stefanoAll Branches2 el casino st., intersection of talaat st., el awqaf bldg. - near to san stefano grand plaza mall",3.5838408011100795e+18,egyfinder page 6,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Khalil Pharmacy Semouha Branch,"alexandria, semouhaAll Branches36 mostafa kamel st. - in front of smouha sporting club",3.424790001014442e+18,egyfinder page 6,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Khalil Pharmacy Sidi Beshr Branch,"alexandria, sidi beshrAll Branches13 masged sidi beshr st. - near to el montazah district presidency",3.5487303010276746e+18,egyfinder page 6,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
El Maram Pharmacies Semouha Branch,"alexandria, semouhaAll Branchesrd. 311, intersection of mahmoud shokry st. - beside mostafa gad restaurants",3.42018230120233e+18,egyfinder page 6,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
