Alexandria Traffic Nodes — SmartCityAnalyzer,,,,,,
node_id,latitude,longitude,district,street_count,betweenness,source
osm_746337198_31.3061_30.0648,31.306087,30.064791,Abu Qir,,,overpass_live
osm_754014477_31.3061_30.0666,31.306104,30.066552,Abu Qir,,,overpass_live
osm_905466164_31.3061_30.0614,31.306107,30.061396,Abu Qir,,,overpass_live
osm_768464494_31.3061_30.0727,31.306112,30.072707,Abu Qir,,,overpass_live
osm_905466163_31.3061_30.0612,31.306135,30.061248,Abu Qir,,,overpass_live
osm_754014453_31.3061_30.0672,31.306138,30.067239,Abu Qir,,,overpass_live
osm_754014457_31.3061_30.064,31.306142,30.064013,Abu Qir,,,overpass_live
osm_754014473_31.3061_30.0679,31.306146,30.067918,Abu Qir,,,overpass_live
osm_905466164_31.3062_30.0614,31.306162,30.061411,Abu Qir,,,overpass_live
osm_1464132472_31.3062_30.0611,31.306165,30.061093,Abu Qir,,,overpass_live
osm_754014454_31.3062_30.067,31.306166,30.067017,Abu Qir,,,overpass_live
osm_754014476_31.3062_30.0665,31.306172,30.066489,Abu Qir,,,overpass_live
osm_905466167_31.3062_30.0614,31.306174,30.061352,Abu Qir,,,overpass_live
osm_905466163_31.3062_30.0613,31.30619,30.061265,Abu Qir,,,overpass_live
osm_754014463_31.3062_30.067,31.306211,30.06697,Abu Qir,,,overpass_live
osm_737652972_31.3062_30.0608,31.306215,30.060835,Abu Qir,,,overpass_live
osm_1464132472_31.3062_30.0611,31.306221,30.061107,Abu Qir,,,overpass_live
osm_173219507_31.3062_30.0663,31.306223,30.06632,Abu Qir,,,overpass_live
osm_652927100_31.3062_30.0608,31.306227,30.060772,Abu Qir,,,overpass_live
osm_754014458_31.3062_30.0646,31.306227,30.064624,Abu Qir,,,overpass_live
osm_746337198_31.3062_30.0646,31.306242,30.064605,Abu Qir,,,overpass_live
osm_652927096_31.3062_30.0607,31.306243,30.060688,Abu Qir,,,overpass_live
osm_754014453_31.3062_30.0674,31.306244,30.067369,Abu Qir,,,overpass_live
osm_754014475_31.3062_30.0669,31.306249,30.06693,Abu Qir,,,overpass_live
osm_768464490_31.3063_30.0721,31.306258,30.072058,Abu Qir,,,overpass_live
osm_754014456_31.3063_30.0639,31.306264,30.063872,Abu Qir,,,overpass_live
osm_746337202_31.3063_30.0665,31.306275,30.066461,Abu Qir,,,overpass_live
osm_737652973_31.3063_30.0604,31.306305,30.06037,Abu Qir,,,overpass_live
osm_754014443_31.3063_30.0681,31.306306,30.068125,Abu Qir,,,overpass_live
osm_754014455_31.3063_30.0673,31.306317,30.067296,Abu Qir,,,overpass_live
osm_238899863_31.3063_30.0632,31.306329,30.063247,Abu Qir,,,overpass_live
osm_905466166_31.3063_30.0627,31.306337,30.062655,Abu Qir,,,overpass_live
osm_1454154610_31.3063_30.0682,31.306346,30.068177,Abu Qir,,,overpass_live
osm_754014454_31.3063_30.0673,31.30635,30.067262,Abu Qir,,,overpass_live
osm_1464132463_31.3064_30.0601,31.306357,30.060099,Abu Qir,,,overpass_live
osm_746337202_31.3064_30.0661,31.30637,30.066076,Abu Qir,,,overpass_live
osm_173219512_31.3064_30.0668,31.306404,30.06678,Abu Qir,,,overpass_live
osm_1464132462_31.3064_30.0607,31.306408,30.06074,Abu Qir,,,overpass_live
osm_1464132463_31.3064_30.0601,31.306411,30.060114,Abu Qir,,,overpass_live
osm_754014457_31.3064_30.0644,31.306429,30.064381,Abu Qir,,,overpass_live
osm_1464132470_31.3064_30.0609,31.306432,30.060902,Abu Qir,,,overpass_live
osm_652587235_31.3064_30.0682,31.306438,30.068184,Abu Qir,,,overpass_live
osm_754014474_31.3064_30.0672,31.30644,30.067171,Abu Qir,,,overpass_live
osm_1464132461_31.3064_30.0604,31.306447,30.060412,Abu Qir,,,overpass_live
osm_1464132470_31.3065_30.0608,31.306466,30.060759,Abu Qir,,,overpass_live
osm_754014461_31.3065_30.0676,31.30647,30.067586,Abu Qir,,,overpass_live
osm_1464132462_31.3065_30.0604,31.306471,30.060419,Abu Qir,,,overpass_live
osm_904719906_31.3065_30.0727,31.306489,30.072673,Abu Qir,,,overpass_live
osm_652818126_31.3065_30.0638,31.306497,30.063766,Abu Qir,,,overpass_live
osm_754014455_31.3065_30.0675,31.30652,30.067535,Abu Qir,,,overpass_live
osm_1464132466_31.3065_30.0618,31.30654,30.061777,Abu Qir,,,overpass_live
osm_754014456_31.3066_30.0643,31.306552,30.06426,Abu Qir,,,overpass_live
osm_904719905_31.3066_30.0723,31.306557,30.072253,Abu Qir,,,overpass_live
osm_1464132471_31.3066_30.0609,31.306559,30.060942,Abu Qir,,,overpass_live
osm_905466165_31.3066_30.062,31.306567,30.062047,Abu Qir,,,overpass_live
osm_754014473_31.3066_30.0675,31.306584,30.067469,Abu Qir,,,overpass_live
osm_746337203_31.3066_30.0657,31.306588,30.065714,Abu Qir,,,overpass_live
osm_1464132467_31.3066_30.0616,31.306589,30.061579,Abu Qir,,,overpass_live
osm_1464132471_31.3066_30.0608,31.306594,30.0608,Abu Qir,,,overpass_live
osm_905466167_31.3066_30.0615,31.306612,30.061484,Abu Qir,,,overpass_live
osm_1464132466_31.3066_30.0618,31.306624,30.061807,Abu Qir,,,overpass_live
osm_1464132465_31.3066_30.0614,31.306625,30.061432,Abu Qir,,,overpass_live
osm_754014462_31.3067_30.068,31.306665,30.068018,Abu Qir,,,overpass_live
osm_1464132464_31.3067_30.0612,31.30667,30.061248,Abu Qir,,,overpass_live
osm_1464132467_31.3067_30.0616,31.306671,30.061607,Abu Qir,,,overpass_live
osm_1464132468_31.3067_30.0615,31.306695,30.061508,Abu Qir,,,overpass_live
osm_1464132465_31.3067_30.0615,31.306706,30.06146,Abu Qir,,,overpass_live
osm_746337201_31.3067_30.0668,31.306733,30.066766,Abu Qir,,,overpass_live
osm_1464132464_31.3067_30.0613,31.30675,30.061275,Abu Qir,,,overpass_live
osm_905466166_31.3068_30.0609,31.306766,30.060855,Abu Qir,,,overpass_live
osm_754014461_31.3068_30.0679,31.306773,30.06794,Abu Qir,,,overpass_live
osm_652818126_31.3068_30.0642,31.306784,30.064239,Abu Qir,,,overpass_live
osm_737652969_31.3068_30.0605,31.306797,30.060516,Abu Qir,,,overpass_live
osm_746337200_31.3068_30.0676,31.306833,30.067599,Abu Qir,,,overpass_live
osm_746337203_31.3068_30.0653,31.306843,30.065314,Abu Qir,,,overpass_live
osm_905466165_31.3068_30.0609,31.306843,30.060879,Abu Qir,,,overpass_live
osm_652927093_31.3069_30.0621,31.306887,30.062129,Abu Qir,,,overpass_live
osm_737652969_31.3069_30.06,31.306899,30.060041,Abu Qir,,,overpass_live
osm_746337201_31.307_30.0667,31.306951,30.066657,Abu Qir,,,overpass_live
osm_652927094_31.307_30.0601,31.306964,30.060061,Abu Qir,,,overpass_live
osm_746337200_31.307_30.0676,31.30697,30.067647,Abu Qir,,,overpass_live
osm_1464132469_31.307_30.0611,31.306977,30.061073,Abu Qir,,,overpass_live
osm_1464132468_31.307_30.0616,31.306994,30.061599,Abu Qir,,,overpass_live
osm_1464132469_31.307_30.0609,31.307013,30.060934,Abu Qir,,,overpass_live
osm_754014472_31.307_30.0676,31.307047,30.067648,Abu Qir,,,overpass_live
osm_690494815_31.3071_30.0642,31.307071,30.064164,Abu Qir,,,overpass_live
osm_737652975_31.3071_30.0601,31.307077,30.060097,Abu Qir,,,overpass_live
osm_173219507_31.3071_30.065,31.307092,30.064965,Abu Qir,,,overpass_live
osm_552793437_31.3071_30.0723,31.307149,30.072299,Abu Qir,,,overpass_live
osm_652927096_31.3072_30.061,31.307197,30.060993,Abu Qir,,,overpass_live
osm_746337197_31.3072_30.0639,31.307234,30.06395,Abu Qir,,,overpass_live
osm_746405738_31.3072_30.0663,31.307246,30.066286,Abu Qir,,,overpass_live
osm_1464132435_31.3073_30.0607,31.307256,30.060702,Abu Qir,,,overpass_live
osm_737652973_31.3073_30.0607,31.307265,30.060655,Abu Qir,,,overpass_live
osm_746337199_31.3073_30.0675,31.307265,30.06754,Abu Qir,,,overpass_live
osm_1464132434_31.3074_30.0654,31.307381,30.065375,Abu Qir,,,overpass_live
osm_746405738_31.3074_30.066,31.307405,30.066039,Abu Qir,,,overpass_live
osm_746337197_31.3074_30.0637,31.307432,30.063688,Abu Qir,,,overpass_live
osm_746337199_31.3075_30.0674,31.307459,30.067358,Abu Qir,,,overpass_live
osm_173219512_31.3076_30.0658,31.307571,30.065781,Abu Qir,,,overpass_live
osm_221995546_31.3076_30.0652,31.307598,30.065181,Abu Qir,,,overpass_live
osm_746337196_31.3077_30.0633,31.30768,30.063273,Abu Qir,,,overpass_live
osm_746337196_31.3077_30.0632,31.307728,30.063159,Abu Qir,,,overpass_live
osm_1464132435_31.3077_30.0608,31.307742,30.06082,Abu Qir,,,overpass_live
osm_652587239_31.3078_30.0635,31.307824,30.063466,Abu Qir,,,overpass_live
osm_652032080_31.3079_30.0661,31.307864,30.06611,Abu Qir,,,overpass_live
osm_652363147_31.3079_30.0626,31.307896,30.06264,Abu Qir,,,overpass_live
osm_652032078_31.3079_30.07,31.307925,30.069982,Abu Qir,,,overpass_live
osm_256067999_31.3079_30.0651,31.307942,30.065126,Abu Qir,,,overpass_live
osm_652363149_31.308_30.0625,31.307956,30.062451,Abu Qir,,,overpass_live
osm_172916714_31.308_30.0624,31.307967,30.062411,Abu Qir,,,overpass_live
osm_652032073_31.3081_30.0665,31.308055,30.066477,Abu Qir,,,overpass_live
osm_737651595_31.3081_30.0618,31.308076,30.061816,Abu Qir,,,overpass_live
osm_652587239_31.3081_30.0633,31.308111,30.063275,Abu Qir,,,overpass_live
osm_737651594_31.3081_30.0624,31.308119,30.062432,Abu Qir,,,overpass_live
osm_690514731_31.3081_30.0618,31.308136,30.061838,Abu Qir,,,overpass_live
osm_652032073_31.3081_30.0669,31.30814,30.066882,Abu Qir,,,overpass_live
osm_652363147_31.3082_30.0632,31.308195,30.063194,Abu Qir,,,overpass_live
osm_221995557_31.3082_30.0632,31.308201,30.063215,Abu Qir,,,overpass_live
osm_256073734_31.3082_30.0633,31.308246,30.063261,Abu Qir,,,overpass_live
osm_737651594_31.3083_30.0619,31.308251,30.061881,Abu Qir,,,overpass_live
osm_652927106_31.3083_30.0613,31.308259,30.061343,Abu Qir,,,overpass_live
osm_256073736_31.3083_30.0633,31.308275,30.063266,Abu Qir,,,overpass_live
osm_905074624_31.3083_30.0666,31.308302,30.066551,Abu Qir,,,overpass_live
osm_652363149_31.3083_30.0631,31.308305,30.063082,Abu Qir,,,overpass_live
osm_652927108_31.3083_30.0609,31.308312,30.060852,Abu Qir,,,overpass_live
osm_652104115_31.3083_30.0648,31.308331,30.064829,Abu Qir,,,overpass_live
osm_221995541_31.3083_30.0631,31.308331,30.063102,Abu Qir,,,overpass_live
osm_905074628_31.3084_30.0627,31.308381,30.062683,Abu Qir,,,overpass_live
osm_904738196_31.3084_30.0725,31.308449,30.072526,Abu Qir,,,overpass_live
osm_652927109_31.3085_30.0603,31.308453,30.06028,Abu Qir,,,overpass_live
osm_256068004_31.3085_30.0628,31.308458,30.062826,Abu Qir,,,overpass_live
osm_256067999_31.3085_30.0661,31.308493,30.066064,Abu Qir,,,overpass_live
osm_927059068_31.3085_30.063,31.308529,30.062957,Abu Qir,,,overpass_live
osm_221995542_31.3087_30.064,31.308714,30.064032,Abu Qir,,,overpass_live
osm_652927107_31.3087_30.0615,31.30872,30.06147,Abu Qir,,,overpass_live
osm_652927108_31.3088_30.061,31.308814,30.060996,Abu Qir,,,overpass_live
osm_652927109_31.3088_30.0604,31.308816,30.060391,Abu Qir,,,overpass_live
osm_221995542_31.3088_30.064,31.308816,30.063953,Abu Qir,,,overpass_live
osm_652927105_31.3088_30.0609,31.308835,30.060889,Abu Qir,,,overpass_live
osm_221995557_31.3089_30.0657,31.308855,30.065706,Abu Qir,,,overpass_live
osm_746337209_31.3089_30.0607,31.30887,30.060714,Abu Qir,,,overpass_live
osm_905074628_31.309_30.0622,31.308953,30.062241,Abu Qir,,,overpass_live
osm_221995546_31.309_30.0659,31.309016,30.065911,Abu Qir,,,overpass_live
osm_652363117_31.309_30.0643,31.309031,30.064303,Abu Qir,,,overpass_live
osm_256068004_31.3091_30.0623,31.30912,30.062314,Abu Qir,,,overpass_live
osm_746337207_31.3092_30.0616,31.30917,30.061591,Abu Qir,,,overpass_live
osm_746337209_31.3092_30.0608,31.30922,30.060809,Abu Qir,,,overpass_live
osm_746337207_31.3092_30.0613,31.309222,30.061303,Abu Qir,,,overpass_live
osm_652927105_31.3093_30.061,31.309291,30.06101,Abu Qir,,,overpass_live
osm_927059069_31.3094_30.0625,31.309351,30.062461,Abu Qir,,,overpass_live
osm_173219248_31.3094_30.0667,31.309403,30.066652,Abu Qir,,,overpass_live
osm_746337212_31.3095_30.0601,31.309475,30.060062,Abu Qir,,,overpass_live
osm_221995548_31.3095_30.0651,31.309489,30.065073,Abu Qir,,,overpass_live
osm_904988728_31.3095_30.0624,31.309526,30.062399,Abu Qir,,,overpass_live
osm_746590205_31.3096_30.0611,31.309577,30.061134,Abu Qir,,,overpass_live
osm_746590205_31.3096_30.0608,31.309632,30.060845,Abu Qir,,,overpass_live
osm_746337208_31.3097_30.0617,31.30966,30.061723,Abu Qir,,,overpass_live
osm_652927107_31.3097_30.0608,31.309669,30.060775,Abu Qir,,,overpass_live
osm_652927104_31.3097_30.06,31.309675,30.06002,Abu Qir,,,overpass_live
osm_652927111_31.3097_30.0601,31.30971,30.060096,Abu Qir,,,overpass_live
osm_1374067584_31.3098_30.0655,31.309759,30.065547,Abu Qir,,,overpass_live
osm_746337208_31.3098_30.0618,31.309763,30.061751,Abu Qir,,,overpass_live
osm_1311699112_31.3098_30.0767,31.309768,30.076733,Abu Qir,,,overpass_live
osm_1313409675_31.3098_30.0769,31.309774,30.076854,Abu Qir,,,overpass_live
osm_1313409676_31.3098_30.0797,31.309784,30.079719,Abu Qir,,,overpass_live
osm_1313409677_31.3098_30.0796,31.309786,30.079574,Abu Qir,,,overpass_live
osm_1313409674_31.3098_30.0827,31.309795,30.082677,Abu Qir,,,overpass_live
osm_1313409666_31.3098_30.0829,31.309797,30.082897,Abu Qir,,,overpass_live
osm_746590204_31.3099_30.0612,31.309916,30.061211,Abu Qir,,,overpass_live
osm_904988728_31.3099_30.0629,31.309934,30.062927,Abu Qir,,,overpass_live
osm_746590204_31.31_30.0609,31.309962,30.060943,Abu Qir,,,overpass_live
osm_746337213_31.31_30.0608,31.310014,30.060847,Abu Qir,,,overpass_live
osm_904988729_31.31_30.0647,31.310025,30.064651,Abu Qir,,,overpass_live
osm_173219248_31.3101_30.0682,31.310057,30.06818,Abu Qir,,,overpass_live
osm_746337215_31.3101_30.0602,31.310092,30.060242,Abu Qir,,,overpass_live
osm_652927106_31.3101_30.0619,31.31014,30.061853,Abu Qir,,,overpass_live
osm_252187218_31.3102_30.0623,31.310153,30.062308,Abu Qir,,,overpass_live
osm_652104115_31.3102_30.0665,31.310157,30.066532,Abu Qir,,,overpass_live
osm_746337210_31.3102_30.0617,31.310162,30.061739,Abu Qir,,,overpass_live
osm_651985492_31.3102_30.0614,31.310222,30.06142,Abu Qir,,,overpass_live
osm_746337212_31.3102_30.0613,31.310247,30.061287,Abu Qir,,,overpass_live
osm_1313409667_31.3103_30.0767,31.310284,30.076694,Abu Qir,,,overpass_live
osm_1216219923_31.3103_30.0705,31.310294,30.070511,Abu Qir,,,overpass_live
osm_172917038_31.3103_30.061,31.310295,30.061033,Abu Qir,,,overpass_live
osm_904988729_31.3103_30.0651,31.310304,30.065123,Abu Qir,,,overpass_live
osm_746337213_31.3103_30.0609,31.310313,30.060935,Abu Qir,,,overpass_live
osm_905074625_31.3104_30.0666,31.310364,30.066589,Abu Qir,,,overpass_live
osm_1313409667_31.3104_30.0829,31.310391,30.082869,Abu Qir,,,overpass_live
osm_746337215_31.3104_30.0603,31.310428,30.060325,Abu Qir,,,overpass_live
osm_652032078_31.3105_30.0698,31.310473,30.069781,Abu Qir,,,overpass_live
osm_746337210_31.3106_30.0615,31.310553,30.061508,Abu Qir,,,overpass_live
osm_1313409668_31.3106_30.0767,31.310563,30.076679,Abu Qir,,,overpass_live
osm_1313409668_31.3107_30.0829,31.310691,30.082862,Abu Qir,,,overpass_live
osm_904988732_31.3107_30.0639,31.310693,30.063947,Abu Qir,,,overpass_live
osm_746337206_31.3107_30.0624,31.310739,30.062448,Abu Qir,,,overpass_live
osm_904988731_31.3108_30.0641,31.310762,30.064072,Abu Qir,,,overpass_live
osm_746337206_31.3108_30.0625,31.310834,30.06247,Abu Qir,,,overpass_live
osm_904988731_31.3108_30.0636,31.310847,30.063607,Abu Qir,,,overpass_live
osm_221995551_31.3109_30.0672,31.310855,30.067219,Abu Qir,,,overpass_live
osm_904738196_31.3109_30.0725,31.310892,30.072507,Abu Qir,,,overpass_live
osm_904988732_31.3109_30.0638,31.31093,30.063773,Abu Qir,,,overpass_live
osm_221995551_31.3109_30.0669,31.310934,30.06689,Abu Qir,,,overpass_live
osm_1462609497_31.311_30.0701,31.310975,30.0701,Abu Qir,,,overpass_live
osm_221995548_31.311_30.0639,31.310989,30.063893,Abu Qir,,,overpass_live
osm_1374067584_31.311_30.0657,31.311007,30.065729,Abu Qir,,,overpass_live
osm_652363115_31.311_30.0668,31.311035,30.066813,Abu Qir,,,overpass_live
osm_1313409669_31.3111_30.0766,31.311142,30.076649,Abu Qir,,,overpass_live
osm_651985491_31.3112_30.0608,31.311157,30.060768,Abu Qir,,,overpass_live
osm_172917034_31.3112_30.0625,31.311174,30.062489,Abu Qir,,,overpass_live
osm_1313409669_31.3112_30.0829,31.311229,30.082859,Abu Qir,,,overpass_live
osm_1216219925_31.3112_30.07,31.311232,30.07003,Abu Qir,,,overpass_live
osm_172917037_31.3112_30.0622,31.311233,30.062168,Abu Qir,,,overpass_live
osm_651985492_31.3113_30.0617,31.311317,30.061713,Abu Qir,,,overpass_live
osm_904988739_31.3113_30.0666,31.311318,30.066598,Abu Qir,,,overpass_live
osm_904988733_31.3113_30.0684,31.311348,30.068384,Abu Qir,,,overpass_live
osm_904988738_31.3113_30.0686,31.311349,30.068639,Abu Qir,,,overpass_live
osm_221995554_31.3114_30.0666,31.311355,30.06657,Abu Qir,,,overpass_live
osm_905074621_31.3114_30.0635,31.311382,30.063493,Abu Qir,,,overpass_live
osm_904988734_31.3114_30.0685,31.311391,30.068475,Abu Qir,,,overpass_live
osm_904988738_31.3114_30.0686,31.311441,30.068583,Abu Qir,,,overpass_live
osm_221995550_31.3114_30.0648,31.311449,30.064816,Abu Qir,,,overpass_live
osm_651985491_31.3115_30.0608,31.311476,30.060846,Abu Qir,,,overpass_live
osm_904988735_31.3115_30.0686,31.311494,30.068602,Abu Qir,,,overpass_live
osm_221995550_31.3115_30.0649,31.311495,30.064908,Abu Qir,,,overpass_live
osm_652363084_31.3115_30.0629,31.311521,30.062935,Abu Qir,,,overpass_live
osm_653086237_31.3115_30.0692,31.311541,30.069215,Abu Qir,,,overpass_live
osm_1464132473_31.3116_30.0623,31.311584,30.062276,Abu Qir,,,overpass_live
osm_1311699117_31.3116_30.0728,31.311604,30.072782,Abu Qir,,,overpass_live
osm_172917034_31.3116_30.0601,31.31161,30.060114,Abu Qir,,,overpass_live
osm_1464132473_31.3116_30.0621,31.311622,30.062128,Abu Qir,,,overpass_live
osm_1313413429_31.3116_30.075,31.311635,30.074985,Abu Qir,,,overpass_live
osm_904988733_31.3116_30.0682,31.311636,30.068162,Abu Qir,,,overpass_live
osm_1216219925_31.3117_30.0698,31.311654,30.069846,Abu Qir,,,overpass_live
osm_172917032_31.3117_30.0623,31.311677,30.062305,Abu Qir,,,overpass_live
osm_904988734_31.3117_30.0683,31.311699,30.068271,Abu Qir,,,overpass_live
osm_904738198_31.3117_30.0766,31.311702,30.076617,Abu Qir,,,overpass_live
osm_904988739_31.3117_30.0663,31.311715,30.066297,Abu Qir,,,overpass_live
osm_221995554_31.3117_30.0672,31.311725,30.067222,Abu Qir,,,overpass_live
osm_652363084_31.3118_30.063,31.311765,30.063039,Abu Qir,,,overpass_live
osm_172917036_31.3118_30.0622,31.311765,30.062217,Abu Qir,,,overpass_live
osm_904988735_31.3118_30.0684,31.311778,30.068408,Abu Qir,,,overpass_live
osm_221995549_31.3118_30.0664,31.311789,30.066418,Abu Qir,,,overpass_live
osm_1313409672_31.3118_30.0766,31.311802,30.076612,Abu Qir,,,overpass_live
osm_1313409671_31.3118_30.0828,31.311819,30.082835,Abu Qir,,,overpass_live
osm_221995536_31.3118_30.0665,31.311827,30.066481,Abu Qir,,,overpass_live
osm_904738194_31.3118_30.0718,31.311834,30.071844,Abu Qir,,,overpass_live
osm_904988736_31.3118_30.0685,31.311835,30.068505,Abu Qir,,,overpass_live
osm_904738191_31.3118_30.071,31.311836,30.07099,Abu Qir,,,overpass_live
osm_904988737_31.3119_30.0686,31.311863,30.068554,Abu Qir,,,overpass_live
osm_221995552_31.3119_30.0665,31.311866,30.066546,Abu Qir,,,overpass_live
osm_651985490_31.3119_30.0616,31.311921,30.061563,Abu Qir,,,overpass_live
osm_172917038_31.3119_30.0615,31.311937,30.0615,Abu Qir,,,overpass_live
osm_1313413429_31.3119_30.0766,31.311947,30.076612,Abu Qir,,,overpass_live
osm_904988736_31.312_30.0684,31.311954,30.068416,Abu Qir,,,overpass_live
osm_1311699117_31.312_30.0708,31.311959,30.070781,Abu Qir,,,overpass_live
osm_1313409672_31.312_30.0828,31.311976,30.082831,Abu Qir,,,overpass_live
osm_904738192_31.312_30.0711,31.311977,30.071093,Abu Qir,,,overpass_live
osm_904988737_31.312_30.0685,31.311983,30.068466,Abu Qir,,,overpass_live
osm_221995537_31.312_30.0685,31.312003,30.0685,Abu Qir,,,overpass_live
osm_651985493_31.3121_30.0611,31.312053,30.06106,Abu Qir,,,overpass_live
osm_652363117_31.3121_30.066,31.312056,30.066036,Abu Qir,,,overpass_live
osm_1370818382_31.3121_30.0686,31.312081,30.068637,Abu Qir,,,overpass_live
osm_966347512_31.3121_30.0766,31.312109,30.076615,Abu Qir,,,overpass_live
osm_737651581_31.3121_30.0608,31.31212,30.060798,Abu Qir,,,overpass_live
osm_221995549_31.3121_30.0662,31.312121,30.066162,Abu Qir,,,overpass_live
osm_1313409658_31.3121_30.0733,31.312124,30.073322,Abu Qir,,,overpass_live
osm_652363115_31.3121_30.0687,31.312125,30.068714,Abu Qir,,,overpass_live
osm_1313409659_31.3121_30.0736,31.312131,30.073628,Abu Qir,,,overpass_live
osm_1313409661_31.3121_30.0738,31.312136,30.073813,Abu Qir,,,overpass_live
osm_1313409660_31.3121_30.0741,31.312143,30.074093,Abu Qir,,,overpass_live
osm_221995536_31.3122_30.0662,31.312157,30.06623,Abu Qir,,,overpass_live
osm_1311699113_31.3122_30.0745,31.312165,30.074495,Abu Qir,,,overpass_live
osm_1462609499_31.3122_30.0688,31.312171,30.068793,Abu Qir,,,overpass_live
osm_737651581_31.3122_30.0606,31.312172,30.060592,Abu Qir,,,overpass_live
osm_221995552_31.3122_30.0663,31.312192,30.066299,Abu Qir,,,overpass_live
