name,address,phone,source_file,web_scraper_start_url
El Rassafa Pharmacy,115 moharram bey st. - beside el modhesh restaurant,339195340.0,Egyfinder pharmacy webscrape 5 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Dr. Fadda Pharmacy,"alex matrouh desert rd., gate 8 -",343740270.0,Egyfinder pharmacy webscrape 5 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Azzam Pharmacy,1 el shaimaa st. -,332611200.0,Egyfinder pharmacy webscrape 5 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Abou Zeyada Pharmacies Raml Station Branch,"8 koleyet el teb st., el atebaa tower -",348674030.0,Egyfinder pharmacy webscrape 5 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
El Hawdag Pharmacy Agami Branch,"km 20, - near to hareset ahmed hassanein",331910800.0,Egyfinder pharmacy webscrape 5 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Dr. Micheal El Gendy Pharmacy,219 gamal abdel nasser st. - beside sadeq for tires,355660950.0,Egyfinder pharmacy webscrape 5 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Khalil Pharmacy El Ibrahimeya Branch,"57 el aqid mostafa mohamed tawfiq st., off la guitaih st. - in front of el adawy supermarket",359244060.0,Egyfinder pharmacy webscrape 5 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Khalil Pharmacy El Seyouf Shamaa Branch,13 othman bldgs. mostafa kamel st. -,352731120.0,Egyfinder pharmacy webscrape 5 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Khalil Pharmacy Sidi Beshr Branch,13 masged sidi beshr st. - near to el montazah district presidency,354873030.0,Egyfinder pharmacy webscrape 5 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Dr. Osama El Tayeby Pharmacies Loran Branch,45 el eqbal st. -,358277600.0,Egyfinder pharmacy webscrape 5 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Dr. Mohamed Dardir Pharmacy,15 yasser ibn ammar st. -,342677780.0,Egyfinder pharmacy webscrape 5 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
El Maram Pharmacies Semouha Branch,"rd. 311, intersection of mahmoud shokry st. - beside mostafa gad restaurants",342018230.0,Egyfinder pharmacy webscrape 5 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Dr. Doaa Mousa Pharmacy,"63 taawoneyat semouha bldgs., - beside aya phone central",342079400.0,Egyfinder pharmacy webscrape 5 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Seif Pharmacies Semouha Branch,"el shaheed mahmoud shokry abdel moneim st. - inside el moltaqa commercial center, ground floor",342601830.0,Egyfinder pharmacy webscrape 5 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Al Akhawat Pharmacy,21 el behaira st. - behind btm for clothes,357722580.0,Egyfinder pharmacy webscrape 5 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Harvard Pharmacy,5 el bekbashy el essawy st. -,355771910.0,Egyfinder pharmacy webscrape 5 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Dr. Assem El Manfy Pharmacies Cleopatra Branch,231 port said st. -,354528110.0,Egyfinder pharmacy webscrape 5 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
Dr. Osama El Tayeby Pharmacies Mostafa Kamel Branch,el forat bldgs. abdel qader ragab st. - beside royal hospital,354104970.0,Egyfinder pharmacy webscrape 5 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=5
El Shefaa Pharmacy,169 el horreya rd. - beside medical research institute - alexandria university,342678780.0,Egyfinder pharmacy webscrape 6 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Dr. Mohamed Mahrous Kamel Pharmacy,"102 khaled hammad st., off khaled ibn el walid st. -",357248000.0,Egyfinder pharmacy webscrape 6 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Al Dawaa Pharmacies El Zahreya Branch,41 hagar el nawateya st. -,152520.0,Egyfinder pharmacy webscrape 6 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Maher Pharmacy Saba Pasha Branch,abdel salam aref st. - in front of german hospital,358300900.0,Egyfinder pharmacy webscrape 6 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Dr. Mona Ghanem Pharmacy,28 ahmed farouq ezzat st. - behind abbas el akkad primary school,342955980.0,Egyfinder pharmacy webscrape 6 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Seif Pharmacies Alex. Cairo Desert Rd. Branch,"km 8, - inside downtown mall, ground floor, shop 7",396098810.0,Egyfinder pharmacy webscrape 6 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Dr. Mohamed El Trabolsy Pharmacy,mahattet schutz st. -,357354000.0,Egyfinder pharmacy webscrape 6 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
El Khalily Pharmacies Bakoos Branch,"4 el thaqifa st., off mostafa kamel st. - beside el abyad for glass",357434610.0,Egyfinder pharmacy webscrape 6 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Khalil Pharmacy Abbis Branch,semouha green towers alex agricultural rd. - beside aramex,12005023940.0,Egyfinder pharmacy webscrape 6 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Khalil Pharmacy Semouha Branch,36 mostafa kamel st. - in front of smouha sporting club,342479000.0,Egyfinder pharmacy webscrape 6 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Dr. Osama El Tayeby Pharmacies Bolkeley Branch,186 ahmed shawky st. - beside abou rabie restaurants,354298750.0,Egyfinder pharmacy webscrape 6 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Dr. Osama El Tayeby Pharmacies El Ibrahimeya Branch,11 omar el zaafan st. - in front of alex market,359175450.0,Egyfinder pharmacy webscrape 6 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Balbaa Pharmacies El Asafra Bahary Branch,43 rd. 45 -,354850160.0,Egyfinder pharmacy webscrape 6 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Dr. Howaida Kamel Gerges Pharmacy,"km 21, , 6th of october city - beside arafa sons b.b.q",331915400.0,Egyfinder pharmacy webscrape 6 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
El Kady Pharmacy El Seyouf Branch,gamila bouhraid st. - in front of daddy pastry,350075730.0,Egyfinder pharmacy webscrape 6 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
London Pharmacy,43 victor emanuel st. - in front of hatem mosque,342896500.0,Egyfinder pharmacy webscrape 6 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
El Aggar Pharmacy,428 gamal abdel nasser st. - in front of hosny for b.b.q & seafood,355052330.0,Egyfinder pharmacy webscrape 6 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Dr. Amany Sabry Pharmacy,37 omar lotfy st. -,359269040.0,Egyfinder pharmacy webscrape 6 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Al Dawaa Pharmacies Loran Branch,286 abdel salam aref st. -,335832930.0,Egyfinder pharmacy webscrape 6 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Baqwash Pharmacy,132 el qahera st. -,352726830.0,Egyfinder pharmacy webscrape 6 .xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria?p=6
Dr. Osama El Tayeby Pharmacies El Seyouf Branch,"amin hasouna st., intersection of mostafa kamel st. - inside city light mall, shop 9",353011030.0,Egyfinder pharmacy webscrape.xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria
Dr. Osama El Tayeby Pharmacies Bahary Branch,96 el sayed mohamed karim st. - behind kadoura fish restaurant,348415230.0,Egyfinder pharmacy webscrape.xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria
Dr. Osama El Tayeby Pharmacies El Mandara Branch,728 el guish rd. - near to cook door,355534120.0,Egyfinder pharmacy webscrape.xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria
Dr. Osama El Tayeby Pharmacies Semouha Branch,1 hilton st. - near to green plaza mall,342915800.0,Egyfinder pharmacy webscrape.xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria
Dr. Osama El Tayeby Pharmacies Wingatt Branch,"21 mohamed farid st., el qasr el malakey tower - in front of b.tech for appliances",352424990.0,Egyfinder pharmacy webscrape.xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria
Dr. Osama El Tayeby Pharmacies Raml Station Branch,41 saad zaghloul st. - in front of city plaza for clothes,348099740.0,Egyfinder pharmacy webscrape.xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria
El Kady Pharmacy El Mandara Branch,el nabawy el mohandes st. - in front of el salam mosque,332218080.0,Egyfinder pharmacy webscrape.xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria
Dr. Osama El Tayeby Pharmacies Ganaklis Branch,", home delivery -",168400.0,Egyfinder pharmacy webscrape.xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria
Dr. Osama El Tayeby Pharmacies El Hadara Branch,"galal el desouqy st., intersection of ibn el malaeb st. -",168400.0,Egyfinder pharmacy webscrape.xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria
Dr. Osama El Tayeby Pharmacies Sidi Gaber Branch,299 port said st. - beside b.tech for appliances,352346740.0,Egyfinder pharmacy webscrape.xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria
Dr. Osama El Tayeby Pharmacies Miami Branch,11 iskandar ibrahim st. - beside el maeda el demashqeya restaurant,355322530.0,Egyfinder pharmacy webscrape.xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria
El Esaaf Pharmacy,155 el sayed mohamed korayem st. - in front of the full court,,Egyfinder pharmacy webscrape.xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria
Seif Pharmacies El Ibrahimeya Branch,9 la guitaih st. - in front of sidi aly el sammak hospital,359236340.0,Egyfinder pharmacy webscrape.xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria
Dr. Osama El Tayeby Pharmacies Sporting Branch,261 el horreya rd. -,168400.0,Egyfinder pharmacy webscrape.xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria
Khalil Pharmacy Raml Station Branch,29 el ghorfa el togareya st. - in front of chamber of commerce - alexandria,348067100.0,Egyfinder pharmacy webscrape.xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria
Khalil Pharmacy Glim Branch,88 abdel salam aref st. -,358219980.0,Egyfinder pharmacy webscrape.xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria
Khalil Pharmacy Moharram Bey Branch,358 canal el mahmoudeya rd. -,339550770.0,Egyfinder pharmacy webscrape.xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria
Maher Pharmacy Semouha Branch,mohamed zahran st. - in front of mohamed zahran school,342021910.0,Egyfinder pharmacy webscrape.xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria
Dr. Osama El Tayeby Pharmacies Victoria Branch,24 el galaa st. -,357577390.0,Egyfinder pharmacy webscrape.xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria
Khalil Pharmacy Zezenia Branch,617 el horreya rd. - beside yehia mosque,357666670.0,Egyfinder pharmacy webscrape.xlsx,https://egyfinder.net/categories/en/pharmacies/alexandria
